,property_type,society,sector,price_in_crores,price_per_sqft,area_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Super Built up area,Built Up area,Carpet area,study room,store room,Pooja Room,servant room,Others,furnishing_type,luxury_score
1761,flat,umang winter hills,sector 77,0.75,5588.0,1342.0,Super Built up area 1342(124.68 sq.m.)Built Up area: 1180 sq.ft. (109.63 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2.0,2.0,2,7.0,North-East,Relatively New,1342.0,1180.0,1050.0,0,0,0,0,0,0,174
1762,flat,bestech park view ananda,sector 81,0.95,6985.0,1360.0,Super Built up area 1360(126.35 sq.m.)Built Up area: 1260 sq.ft. (117.06 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2.0,2.0,2,14.0,North-East,Relatively New,1360.0,1260.0,894.0,0,0,0,0,0,0,165
1763,flat,spaze privy at,sector 84,1.24,6465.0,1918.0,Super Built up area 1918(178.19 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3,8.0,North-East,Relatively New,1918.0,1650.0,1550.0,0,0,0,0,0,0,158
1764,flat,antriksh heights,sector 84,0.9,6206.0,1450.0,Super Built up area 1725(160.26 sq.m.)Built Up area: 1525 sq.ft. (141.68 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3+,12.0,North-East,Relatively New,1725.0,1525.0,1450.0,0,0,0,0,0,1,166
1765,flat,mapsko mount ville,sector 79,1.3,8024.0,1620.0,Super Built up area 1620(150.5 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3.0,3.0,3+,1.0,North-East,Relatively New,1620.0,,863.91,0,0,0,0,0,0,140
1766,flat,antriksh heights,sector 84,0.73,6083.0,1200.0,Super Built up area 1200(111.48 sq.m.)Carpet area: 870 sq.ft. (80.83 sq.m.),2.0,2.0,3+,4.0,North-West,Relatively New,1200.0,,870.0,0,0,1,0,0,1,158
1767,flat,dlf new town heights,sector 86,1.26,6113.0,2061.0,Super Built up area 1930(179.3 sq.m.),3.0,3.0,3,5.0,West,Moderately Old,1930.0,,,0,0,0,0,1,1,113
1768,flat,dlf new town heights,sector 90,1.25,6476.0,1930.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3.0,3.0,3+,6.0,West,Relatively New,1930.0,1929.0,1928.0,0,0,1,0,0,1,136
1769,flat,dlf new town heights,sector 90,1.88,6894.0,2727.0,Super Built up area 2727(253.35 sq.m.)Built Up area: 2726 sq.ft. (253.25 sq.m.)Carpet area: 2725 sq.ft. (253.16 sq.m.),4.0,4.0,3+,20.0,South,Relatively New,2727.0,2726.0,2725.0,0,0,1,0,0,1,145
1770,flat,dlf new town heights,sector 90,1.3,6735.0,1930.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3.0,3.0,3+,10.0,South,Relatively New,1930.0,1929.0,1928.0,0,0,1,0,0,0,129
1771,flat,pyramid urban homes 2,sector 86,0.44,7321.0,601.0,Carpet area: 601 (55.83 sq.m.),2.0,2.0,2,6.0,East,Relatively New,,,601.0,0,0,0,0,0,0,63
1772,flat,antriksh heights,sector 84,0.84,4869.0,1725.0,Super Built up area 1725(160.26 sq.m.),3.0,3.0,3+,8.0,not available,New Property,1725.0,,,0,0,1,0,0,1,60
1773,flat,antriksh heights,sector 84,0.79,4579.0,1725.0,Super Built up area 1725(160.26 sq.m.),3.0,3.0,3+,8.0,West,New Property,1725.0,,,0,0,0,0,0,1,24
1774,flat,mapsko casa bella,sector 82,1.38,5443.0,2535.0,Super Built up area 2535(235.51 sq.m.),4.0,5.0,3+,20.0,South-West,Relatively New,2535.0,,,0,0,0,0,0,1,79
1775,flat,sobha city,sector 108,2.6,15195.0,1711.0,Super Built up area 1711(158.96 sq.m.),3.0,3.0,2,11.0,South,New Property,1711.0,,,0,0,0,0,0,1,49
1776,flat,tulip violet,sector 69,1.7,8445.0,2013.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,7.0,West,Relatively New,2010.0,,,0,0,0,0,0,1,128
1777,flat,tulip violet,sector 69,1.7,8432.0,2016.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,10.0,South,New Property,2010.0,,,0,0,0,0,0,1,125
1778,flat,tulip violet,sector 69,1.4,8856.0,1581.0,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,9.0,West,Relatively New,1578.0,,,0,0,1,0,0,1,120
1779,flat,tulip violet,sector 69,1.68,8358.0,2010.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,7.0,North,Relatively New,2010.0,,,0,0,0,0,0,1,127
1780,flat,tulip violet,sector 69,1.7,8457.0,2010.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,1.0,South,Relatively New,2010.0,,,0,0,0,0,0,1,126
1781,flat,tulip violet,sector 69,1.4,8840.0,1584.0,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,1.0,North-East,Relatively New,1578.0,,,0,0,0,0,0,1,95
1782,flat,ramprastha primera,sector 37,1.2,13333.0,900.0,Carpet area: 900 (83.61 sq.m.),3.0,3.0,3,5.0,North-East,Relatively New,,,900.0,0,0,0,0,0,1,50
1783,flat,godrej aria,sector 79,0.96,13296.0,722.0,Super Built up area 1351(125.51 sq.m.)Carpet area: 722 sq.ft. (67.08 sq.m.),2.0,2.0,3,8.0,North-East,Relatively New,1351.0,,722.0,0,0,0,0,0,1,49
1784,flat,microtek greenburg,sector 86,1.3,15294.0,850.0,Carpet area: 850 (78.97 sq.m.),2.0,3.0,3,5.0,North-East,Relatively New,,,850.0,0,0,0,0,0,0,45
1785,flat,bestech park view sanskruti,sector 92,1.6,7547.0,2120.0,Super Built up area 2120(196.95 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3,10.0,East,Relatively New,2120.0,,1450.0,0,0,0,0,0,0,60
1786,flat,microtek greenburg,sector 86,1.93,8446.0,2285.0,Super Built up area 2285(212.28 sq.m.),3.0,4.0,3,12.0,East,Relatively New,2285.0,,,0,0,0,0,0,1,72
1787,flat,bestech park view sanskruti,sector 92,1.42,7760.0,1830.0,Super Built up area 1920(178.37 sq.m.),3.0,3.0,2,10.0,East,Relatively New,1920.0,,,0,0,0,0,0,1,117
1788,flat,dlf the ultima,sector 81,2.2,10476.0,2100.0,Super Built up area 2100(195.1 sq.m.),3.0,4.0,3+,17.0,East,Relatively New,2100.0,,,0,0,0,0,0,2,49
1789,flat,dlf the skycourt,sector 86,1.35,6998.0,1929.0,Super Built up area 1929(179.21 sq.m.),3.0,3.0,1,9.0,North-West,Relatively New,1929.0,,,0,0,0,0,0,1,119
1790,flat,microtek greenburg,sector 86,1.65,8707.0,1895.0,Super Built up area 1895(176.05 sq.m.),3.0,4.0,3,8.0,North-West,Relatively New,1895.0,,,0,0,0,0,0,1,124
1791,flat,parsvnath green ville,sector 48,1.42,8606.0,1650.0,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3,1.0,North-West,Moderately Old,1650.0,,,0,0,0,0,0,2,174
1792,flat,paras dews,sector 106,1.1,9734.0,1130.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,4.0,3+,8.0,North-West,Relatively New,1760.0,1186.0,1130.0,0,0,0,0,0,0,174
1793,flat,pareena coban residences,sector 99,1.23,6159.0,1997.0,Super Built up area 1997(185.53 sq.m.),3.0,5.0,3,5.0,North-East,Relatively New,1997.0,,,0,0,0,0,0,1,99
1794,flat,bestech park view sanskruti,sector 92,1.5,7812.0,1920.0,Super Built up area 1920(178.37 sq.m.),3.0,3.0,3,3.0,East,Relatively New,1920.0,,,0,0,0,0,1,1,49
1795,flat,shree vardhman flora,sector 90,0.65,5000.0,1300.0,Super Built up area 1300(120.77 sq.m.),2.0,2.0,2,12.0,East,Old Property,1300.0,,,0,0,0,0,0,1,103
1796,flat,shree vardhman flora,sector 90,0.64,4923.0,1300.0,Super Built up area 1300(120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2.0,2.0,3,6.0,East,Old Property,1300.0,,1100.0,0,0,0,0,0,1,103
1797,flat,bptp terra,sector 37,1.65,8790.0,1877.0,Super Built up area 1877(174.38 sq.m.),3.0,3.0,2,15.0,East,Relatively New,1877.0,,,0,0,0,0,0,1,116
1798,flat,bptp terra,sector 37,1.17,8297.0,1410.0,Super Built up area 1410(130.99 sq.m.),2.0,2.0,2,0.0,North-East,Relatively New,1410.0,,,0,0,0,0,0,1,107
1799,flat,bptp terra,sector 37,1.45,8006.0,1811.0,Super Built up area 1811(168.25 sq.m.),3.0,3.0,3,9.0,North-East,Relatively New,1811.0,,,0,0,0,0,0,1,107
1800,flat,shapoorji pallonji joyville gurugram,sector 102,1.95,13928.0,1400.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,6.0,North-East,New Property,1852.0,,1400.0,0,0,1,0,0,0,174
1801,flat,bestech park view grand spa,sector 81,4.2,10000.0,4200.0,Super Built up area 4200(390.19 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4.0,4.0,3+,25.0,South,Relatively New,4200.0,,2900.0,0,0,0,0,0,0,90
1802,flat,bestech park view sanskruti,sector 92,1.55,7769.0,1995.0,Super Built up area 1995(185.34 sq.m.),3.0,4.0,3,8.0,North,Relatively New,1995.0,,,0,0,0,0,0,1,49
1803,flat,ss the leaf,sector 85,1.58,7714.0,2048.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 2048 sq.ft. (190.27 sq.m.),3.0,4.0,3,8.0,East,Relatively New,2408.0,,2048.0,0,0,0,0,0,1,159
1804,flat,bestech park view spa next,sector 67,2.32,11989.0,1935.0,Super Built up area 1935(179.77 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,3+,14.0,North-East,Moderately Old,1935.0,,1600.0,0,0,0,0,0,0,59
1805,flat,microtek greenburg,sector 86,1.25,8445.0,1480.0,Super Built up area 1480(137.5 sq.m.),3.0,4.0,3,0.0,South-West,Relatively New,1480.0,,,0,0,0,0,0,1,49
1806,flat,ireo the grand arch,sector 58,2.2,13480.0,1632.0,Super Built up area 1632(151.62 sq.m.)Built Up area: 1432 sq.ft. (133.04 sq.m.)Carpet area: 1232 sq.ft. (114.46 sq.m.),2.0,2.0,1,5.0,North-East,Relatively New,1632.0,1432.0,1232.0,0,0,0,0,0,0,94
1807,flat,paras dews,sector 106,1.4,9978.0,1403.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4.0,6.0,3+,10.0,North-West,Relatively New,2355.0,1535.0,1403.0,0,0,0,0,0,1,174
1808,flat,paras dews,sector 106,1.2,11605.0,1034.0,Super Built up area 1665(154.68 sq.m.)Built Up area: 1145 sq.ft. (106.37 sq.m.)Carpet area: 1034 sq.ft. (96.06 sq.m.),3.0,3.0,3,12.0,North-West,Relatively New,1665.0,1145.0,1034.0,0,0,0,0,0,1,158
1809,flat,vatika xpressions,sector 88,0.92,7360.0,1250.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2.0,2.0,2,3.0,North,Relatively New,1350.0,1300.0,1250.0,0,0,1,0,0,1,174
1810,flat,paras dews,sector 106,1.25,10656.0,1173.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3.0,4.0,3,14.0,East,Relatively New,1900.0,1305.0,1173.0,0,0,0,0,0,1,167
1811,flat,paras dews,sector 106,1.25,11061.0,1130.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,4.0,3+,7.0,South-East,Relatively New,1760.0,1186.0,1130.0,0,0,0,0,0,1,167
1812,flat,vatika city,sector 49,1.85,10578.0,1749.0,Super Built up area 1748.87(162.48 sq.m.)Built Up area: 1471.12 sq.ft. (136.67 sq.m.),3.0,3.0,1,7.0,South-West,Moderately Old,1748.0,1471.12,,0,0,1,0,0,1,158
1813,flat,vatika city,sector 49,1.69,8622.0,1960.0,Carpet area: 1960 (182.09 sq.m.),3.0,3.0,3,3.0,North,Moderately Old,,,1960.0,0,0,1,0,0,1,136
1814,flat,emaar mgf the palm drive,sector 66,3.5,15901.0,2201.0,Super Built up area 2201(204.48 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,2,4.0,South,Relatively New,2201.0,2200.0,1800.0,0,0,0,0,0,1,89
1815,flat,emaar mgf the palm drive,sector 66,1.51,15130.0,998.0,Super Built up area 1200(111.48 sq.m.)Built Up area: 1188 sq.ft. (110.37 sq.m.)Carpet area: 998 sq.ft. (92.72 sq.m.),2.0,2.0,2,5.0,North,Relatively New,1200.0,1188.0,998.0,0,0,1,0,0,0,82
1816,flat,parsvnath green ville,sector 48,1.86,7654.0,2430.0,Super Built up area 2430(225.75 sq.m.),3.0,3.0,3+,6.0,North,Moderately Old,2430.0,,,0,0,0,0,0,0,94
1817,flat,experion the heartsong,sector 108,1.7,8487.0,2003.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1500.29 sq.ft. (139.38 sq.m.)Carpet area: 1140.98 sq.ft. (106 sq.m.),3.0,4.0,3+,14.0,South-East,Relatively New,2003.0,1500.29,1140.98,0,0,0,0,0,1,119
1818,flat,experion the heartsong,sector 108,2.0,8554.0,2338.0,Super Built up area 2338(217.21 sq.m.),3.0,3.0,3+,14.0,East,Relatively New,2338.0,,,0,0,0,0,0,1,95
1819,flat,godrej summit,sector 104,1.25,6778.0,1844.0,Super Built up area 1844(171.31 sq.m.),3.0,4.0,3+,12.0,East,Relatively New,1844.0,,,0,0,0,0,1,1,79
1820,flat,godrej summit,sector 104,0.98,5950.0,1647.0,Super Built up area 1647(153.01 sq.m.),3.0,3.0,3,12.0,East,Relatively New,1647.0,,,0,0,0,0,1,1,79
1821,flat,godrej summit,sector 104,0.85,5878.0,1446.0,Super Built up area 1446(134.34 sq.m.)Built Up area: 1269 sq.ft. (117.89 sq.m.)Carpet area: 777 sq.ft. (72.19 sq.m.),2.0,2.0,3+,10.0,East,Relatively New,1446.0,1269.0,777.0,0,0,0,0,0,1,79
1822,flat,godrej summit,sector 104,0.75,5910.0,1269.0,Super Built up area 1269(117.89 sq.m.),2.0,2.0,3,6.0,East,Relatively New,1269.0,,,0,0,0,0,1,1,79
1823,flat,signature global solera,sector 107,0.3,6134.0,489.0,Super Built up area 602(55.93 sq.m.)Carpet area: 489 sq.ft. (45.43 sq.m.),2.0,2.0,1,5.0,East,Relatively New,602.0,,489.0,0,0,0,0,0,1,57
1824,flat,ats kocoon,sector 109,1.7,9742.0,1745.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3,22.0,East,Relatively New,1745.0,1550.0,,0,0,0,0,0,1,74
1825,flat,ats tourmaline,sector 109,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.),3.0,3.0,3+,12.0,North-West,Relatively New,1750.0,,,0,0,0,0,1,1,65
1826,flat,ireo the corridors,sector 67,1.7,9843.0,1727.0,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),3.0,3.0,2,10.0,North-East,New Property,1727.0,,1017.0,0,0,0,0,1,0,44
1827,flat,shree vardhman flora,sector 90,0.9,4615.0,1950.0,Super Built up area 1950(181.16 sq.m.),3.0,4.0,3,4.0,East,Relatively New,1950.0,,,0,0,0,0,0,1,165
1828,flat,shree vardhman flora,sector 90,1.25,4854.0,2575.0,Carpet area: 2575 (239.23 sq.m.),4.0,4.0,3,10.0,East,Relatively New,,,2575.0,0,0,1,0,0,1,174
1829,flat,shree vardhman flora,sector 90,0.65,4814.0,1350.0,Super Built up area 1350(125.42 sq.m.),2.0,2.0,3,6.0,West,Relatively New,1350.0,,,0,0,0,0,0,1,174
1830,flat,shree vardhman flora,sector 90,0.9,4615.0,1950.0,Super Built up area 1950(181.16 sq.m.),3.0,4.0,3,4.0,South-West,Relatively New,1950.0,,,0,0,0,0,0,1,165
1831,flat,shree vardhman flora,sector 90,0.65,4814.0,1350.0,Super Built up area 1350(125.42 sq.m.),2.0,2.0,3,6.0,East,Relatively New,1350.0,,,0,0,0,0,0,1,165
1832,flat,shree vardhman flora,sector 90,0.66,5076.0,1300.0,Super Built up area 1300(120.77 sq.m.)Carpet area: 960 sq.ft. (89.19 sq.m.),2.0,2.0,3,4.0,North-East,Relatively New,1300.0,,960.0,0,0,0,0,0,1,119
1833,flat,hsiidc sidco aravali,manesar,0.91,3516.0,2588.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3.0,3.0,3+,8.0,East,Moderately Old,2588.0,1900.0,,0,0,0,0,0,1,23
1834,flat,the crew bos chs manesar,manesar,0.85,3695.0,2300.0,Carpet area: 2300 (213.68 sq.m.),3.0,3.0,2,2.0,East,Moderately Old,,,2300.0,0,0,0,0,0,1,44
1835,flat,nagata group housing society,sector 1,0.85,3695.0,2300.0,Super Built up area 2300(213.68 sq.m.),3.0,3.0,3+,4.0,North,Relatively New,2300.0,,,0,0,0,0,0,1,5
1836,flat,emaar mgf emerald floors premier,sector 65,2.9,14683.0,1975.0,Carpet area: 1975 (183.48 sq.m.),4.0,4.0,0,0.0,North,Relatively New,,,1975.0,0,0,0,0,0,1,50
1837,flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,1975.0,Carpet area: 1975 (183.48 sq.m.),4.0,4.0,3,3.0,North,Relatively New,,,1975.0,0,0,0,0,0,1,28
1838,flat,emaar mgf emerald floors premier,sector 65,2.24,13575.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3.0,3.0,3,2.0,North-West,Relatively New,,,1650.0,0,0,0,0,0,1,46
1839,flat,emaar mgf emerald floors premier,sector 65,2.55,15454.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,3.0,3,3.0,West,Relatively New,1650.0,,1300.0,0,0,0,0,0,1,21
1840,flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,1975.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.),4.0,4.0,3,2.0,South-West,Relatively New,1975.0,1800.0,,0,0,0,0,0,1,21
1841,flat,emaar mgf emerald floors premier,sector 65,2.5,15151.0,1650.0,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3,3.0,South-West,Relatively New,1650.0,,,0,0,0,0,0,1,15
1842,flat,the close north,sector 50,2.75,12500.0,2200.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,3.0,3,3.0,South-East,Moderately Old,2605.0,2400.0,2200.0,0,0,0,0,0,1,110
1843,flat,unitech the residences,sector 33,1.35,8737.0,1545.0,Super Built up area 1545(143.54 sq.m.),3.0,4.0,2,8.0,North-East,Moderately Old,1545.0,,,0,0,0,0,0,1,49
1844,flat,the close north,sector 50,2.51,11992.0,2093.0,Super Built up area 2093(194.45 sq.m.),3.0,3.0,3,11.0,North-East,Moderately Old,2093.0,,,0,0,1,0,0,0,109
1845,flat,m3m merlin,sector 67,4.5,14267.0,3154.0,Super Built up area 3154(293.02 sq.m.),4.0,4.0,3+,15.0,South-West,Relatively New,3154.0,,,0,0,0,0,0,0,158
1846,flat,the close north,sector 50,2.5,11944.0,2093.0,Super Built up area 2093(194.45 sq.m.),3.0,3.0,3,11.0,North-East,Relatively New,2093.0,,,0,0,1,0,0,0,127
1847,flat,ss the leaf,sector 85,1.14,6951.0,1640.0,Super Built up area 1640(152.36 sq.m.),2.0,2.0,3,4.0,South,Relatively New,1640.0,,,0,0,0,0,0,1,109
1848,flat,ss the leaf,sector 85,1.85,6578.0,2812.0,Super Built up area 2812(261.24 sq.m.),4.0,5.0,3+,1.0,North-West,Relatively New,2812.0,,,0,0,0,0,0,1,95
1849,flat,emaar mgf the palm drive,sector 66,2.8,16470.0,1700.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,4.0,3,8.0,North-East,Relatively New,1950.0,1920.0,1700.0,0,0,0,0,0,0,117
1850,flat,emaar mgf palm studios,sector 66,1.45,14795.0,980.0,Super Built up area 1188(110.37 sq.m.)Carpet area: 980 sq.ft. (91.04 sq.m.),2.0,2.0,3,3.0,East,Relatively New,1188.0,,980.0,0,0,0,0,0,1,92
1851,flat,mapsko casa bella,sector 82,0.86,8120.0,1059.0,Super Built up area 1430(132.85 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),3.0,3.0,3,5.0,South,Moderately Old,1430.0,,1056.0,0,0,0,0,0,0,120
1852,flat,mapsko mount ville,sector 79,1.28,8557.0,1496.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 1063.91 sq.ft. (98.84 sq.m.),3.0,3.0,3,16.0,South,Relatively New,1490.0,,1063.91,0,0,0,0,0,0,128
1853,flat,mapsko mount ville,sector 79,1.2,8052.0,1490.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 1163.91 sq.ft. (108.13 sq.m.),3.0,3.0,3,9.0,South,Relatively New,1490.0,,1163.91,0,0,0,0,0,0,104
1854,flat,bestech park view ananda,sector 81,1.15,6927.0,1660.0,Super Built up area 1660(154.22 sq.m.)Carpet area: 1282 sq.ft. (119.1 sq.m.),3.0,2.0,3+,6.0,South,Relatively New,1660.0,,1282.0,0,0,0,0,0,0,104
1855,flat,bestech park view ananda,sector 81,0.88,8042.0,1094.0,Super Built up area 1360(126.35 sq.m.)Carpet area: 1094 sq.ft. (101.64 sq.m.),2.0,2.0,3,8.0,West,Relatively New,1360.0,,1094.0,0,0,0,0,0,0,95
1856,flat,bestech park view ananda,sector 81,0.87,7951.0,1094.0,Super Built up area 1360(126.35 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1094 sq.ft. (101.64 sq.m.),2.0,2.0,3,8.0,West,Relatively New,1360.0,1300.0,1094.0,0,0,0,0,0,0,95
1857,flat,indiabulls centrum park,sector 103,2.4,8347.0,2875.0,Super Built up area 2875(267.1 sq.m.)Built Up area: 2456 sq.ft. (228.17 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4.0,6.0,3+,15.0,North-East,Relatively New,2875.0,2456.0,2100.0,0,0,0,0,0,1,156
1858,flat,raheja vedaanta,sector 108,0.85,4637.0,1833.0,Super Built up area 1833(170.29 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,2,2.0,North-East,Relatively New,1833.0,1500.0,1350.0,0,0,0,0,0,1,65
1859,flat,shapoorji pallonji joyville gurugram,sector 102,1.3,17691.0,735.0,Super Built up area 1215(112.88 sq.m.)Built Up area: 1009 sq.ft. (93.74 sq.m.)Carpet area: 734.8 sq.ft. (68.27 sq.m.),2.0,2.0,3,0.0,East,Relatively New,1215.0,1009.0,734.8,0,0,0,0,0,1,125
1860,flat,dlf the primus,sector 82,1.85,10283.0,1799.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3.0,3.0,3+,2.0,South,Relatively New,1799.0,,1538.0,0,0,0,0,0,0,44
1861,flat,shapoorji pallonji joyville gurugram,sector 102,2.0,17729.0,1128.0,Super Built up area 1852(172.06 sq.m.)Built Up area: 1456 sq.ft. (135.27 sq.m.)Carpet area: 1128.09 sq.ft. (104.8 sq.m.),3.0,3.0,3+,1.0,South,Relatively New,1852.0,1456.0,1128.09,0,0,0,0,0,1,139
1862,flat,pioneer araya,sector 62,9.95,20995.0,4739.0,Super Built up area 4739(440.27 sq.m.)Carpet area: 3219 sq.ft. (299.05 sq.m.),4.0,6.0,3,12.0,South-East,Relatively New,4739.0,,3219.0,0,0,1,0,0,0,138
1863,flat,pioneer araya,sector 62,9.2,19943.0,4613.0,Super Built up area 4613(428.56 sq.m.)Carpet area: 3203 sq.ft. (297.57 sq.m.),4.0,6.0,3,5.0,South,Relatively New,4613.0,,3203.0,0,0,1,0,0,0,156
1864,flat,central park flower valley,sector 33,1.79,11251.0,1591.0,Super Built up area 1789(166.2 sq.m.),3.0,3.0,3,3.0,South,Old Property,1789.0,,,0,0,0,0,0,1,71
1865,flat,ats tourmaline,sector 109,2.1,8123.0,2585.0,Super Built up area 2585(240.15 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.),3.0,4.0,3+,11.0,South-East,Relatively New,2585.0,2100.0,,0,0,0,0,0,0,165
1866,flat,paras dews,sector 106,1.14,6000.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3.0,4.0,3,8.0,South,Relatively New,1900.0,1305.0,1173.0,0,0,0,0,0,1,49
1867,flat,pareena coban residences,sector 99,1.13,5658.0,1997.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,5.0,3,5.0,East,Relatively New,1997.0,1790.0,1500.0,0,0,0,0,1,1,49
1868,flat,paras dews,sector 106,1.05,8536.0,1230.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1345 sq.ft. (124.95 sq.m.)Carpet area: 1230 sq.ft. (114.27 sq.m.),3.0,4.0,3+,10.0,North-East,Relatively New,1760.0,1345.0,1230.0,0,0,0,0,0,1,174
1869,flat,la vida by tata housing,sector 113,2.78,11346.0,2450.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2599 sq.ft. (241.46 sq.m.)Carpet area: 2450 sq.ft. (227.61 sq.m.),3.0,3.0,3,3.0,North,New Property,2690.0,2599.0,2450.0,0,0,0,0,0,1,174
1870,flat,la vida by tata housing,sector 113,1.55,11654.0,1330.0,Super Built up area 1330(123.56 sq.m.)Built Up area: 1276 sq.ft. (118.54 sq.m.)Carpet area: 1180 sq.ft. (109.63 sq.m.),2.0,2.0,3,2.0,North-East,New Property,1330.0,1276.0,1180.0,0,0,0,0,0,1,174
1871,flat,la vida by tata housing,sector 113,1.35,13989.0,965.0,Super Built up area 1276(118.54 sq.m.)Built Up area: 1090 sq.ft. (101.26 sq.m.)Carpet area: 965 sq.ft. (89.65 sq.m.),2.0,2.0,3,10.0,North-East,New Property,1276.0,1090.0,965.0,0,0,0,0,0,1,174
1872,flat,la vida by tata housing,sector 113,1.38,12000.0,1150.0,Super Built up area 1573(146.14 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2.0,2.0,3,8.0,South-West,New Property,1573.0,1350.0,1150.0,0,0,0,0,0,1,174
1873,flat,la vida by tata housing,sector 113,2.35,10599.0,2217.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),3.0,3.0,3,11.0,North-East,New Property,2217.0,2210.0,1720.0,0,0,0,0,0,1,174
