,property_type,society,sector,price_in_crores,price_per_sqft,area_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Super Built up area,Built Up area,Carpet area,study room,store room,Pooja Room,servant room,Others,furnishing_type,luxury_score
3125,house,independent,sector 3,0.75,57692.0,130.00069333703112,,2.0,2.0,0,1.0,,Undefined,,130.0,,0,0,0,0,0,1,0
3126,house,independent,sector 11,,,,,6.0,4.0,2,2.0,East,Moderately Old,,,,0,0,0,0,0,1,15
3127,house,independent,sector 105,1.35,3857.0,3500.129634430905,,5.0,3.0,3,3.0,East,Undefined,,3500.13,,0,0,0,0,0,1,0
3128,house,independent,sector 57,4.7,21759.0,2160.02573647686,,3.0,3.0,2,2.0,North,Old Property,,2160.03,,0,0,0,1,0,1,43
3129,house,independent,sector 9,0.22,7407.0,297.01633589847444,,2.0,2.0,2,1.0,,Undefined,,297.02,,0,0,0,0,0,1,0
3130,house,independent,sector 4,0.5,10482.0,477.0082045411181,,5.0,3.0,0,1.0,,Undefined,,477.01,,0,0,0,0,0,1,0
3131,house,independent,sector 9,1.25,8735.0,1431.0246136233543,,10.0,6.0,3+,3.0,,Old Property,,1431.02,,0,0,0,0,0,1,0
3132,house,Project Mianwali Colony,sector 12,1.7,9444.0,1800.0847098686995,,1.0,1.0,2,1.0,,Undefined,,1800.08,,0,0,0,0,0,1,0
3133,house,independent,sector 2,6.0,20000.0,3000.0,,4.0,4.0,1,2.0,,Relatively New,,3000.0,,0,0,0,0,0,1,0
3134,house,independent,sector 55,2.8,18667.0,1499.973214764022,,4.0,4.0,0,2.0,,Undefined,,1499.97,,0,0,0,0,0,1,0
3135,house,independent,sohna road,0.07,2525.0,277.2277227722773,,1.0,1.0,0,1.0,,Relatively New,,277.23,,0,0,0,0,0,1,0
3136,house,independent,sector 38,3.5,24306.0,1439.9736690529087,,3.0,3.0,2,1.0,East,Relatively New,,1439.97,,0,0,0,0,0,1,0
3137,house,Project Housing Board Colony,sector 28,2.58,17695.0,1458.0389940661205,,4.0,2.0,2,2.0,,Undefined,,1458.04,,0,0,0,0,0,1,0
3138,house,DLF The Arbour,sector 63,8.5,21519.0,3949.997676471955,,4.0,4.0,3+,27.0,,Undefined,,3950.0,,0,0,0,0,0,1,0
3139,house,independent,sector 21,0.6,6173.0,971.9747286570548,,8.0,3.0,2,3.0,,Old Property,,971.97,,0,0,0,0,0,1,0
3140,house,independent,sector 9,1.1,55000.0,200.0,,4.0,3.0,1,2.0,North-East,Old Property,,200.0,,0,0,0,0,0,1,0
3141,house,independent,sector 12,2.5,13888.0,1800.115207373272,,9.0,5.0,2,1.0,South-East,Old Property,,1800.12,,0,0,0,0,0,1,8
3142,house,independent,sector 38,3.5,20323.0,1722.186685036658,,3.0,2.0,2,1.0,East,Moderately Old,,1722.19,,0,0,0,0,0,1,0
3143,house,Huda Plots,sector 56,2.95,20359.0,1448.990618399725,,2.0,2.0,2,1.0,North,Moderately Old,,1448.99,,0,0,0,0,0,1,31
3144,house,independent,sector 105,0.7,5833.0,1200.0685753471628,,3.0,2.0,2,1.0,,Undefined,,1200.07,,0,0,0,0,0,1,0
3145,house,independent,sector 7,1.16,11693.0,992.0465235611048,,5.0,4.0,2,3.0,North-East,Moderately Old,,992.05,,0,0,0,0,0,1,39
3146,house,independent,sector 25,16.0,26667.0,5999.925000937488,,6.0,5.0,2,3.0,East,Relatively New,,5999.93,,0,0,0,0,0,1,0
3147,house,Malibu Towne,sector 47,8.5,53125.0,1600.0,,12.0,12.0,3+,4.0,North,New Property,,1600.0,,0,0,0,0,0,0,99
3148,house,Suncity Essel Towers,sector 28,8.95,17900.0,5000.0,,5.0,6.0,3+,4.0,,Moderately Old,,5000.0,,0,0,0,0,0,1,0
3149,house,independent,sector 43,14.0,39886.0,3510.00351000351,,9.0,9.0,3+,4.0,North,Moderately Old,,3510.0,,0,0,0,1,0,1,7
3150,house,"bhim nagar, sector 6",bhim nagar,0.85,126865.0,67.00035470776022,,5.0,2.0,2,1.0,,Old Property,,67.0,,0,0,0,0,0,1,29
3151,house,independent,sector 7,1.35,40909.0,330.00073333496294,,4.0,5.0,0,3.0,,Undefined,,330.0,,0,0,0,0,0,1,0
3152,house,independent,sector 50,13.2,27155.0,4860.983244338059,,6.0,6.0,0,2.0,,Undefined,,4860.98,,0,0,0,0,0,1,0
3153,house,Anamika Enclave,sector 12,6.0,14492.0,4140.215291195143,,9.0,9.0,3+,3.0,North-West,Old Property,,4140.22,,0,0,0,0,0,1,9
3154,house,Not Applicable,sector 4,0.51,14167.0,359.991529611068,,4.0,4.0,3,4.0,,New Property,,359.99,,0,0,0,0,0,1,0
3155,house,independent,sector 4,1.1,11111.0,990.009900099001,,6.0,4.0,1,2.0,North,Undefined,,990.01,,0,0,0,0,0,1,0
3156,house,independent,sector 11,,,,,2.0,2.0,1,1.0,,Moderately Old,,,,0,0,0,0,0,1,0
3157,house,independent,sector 37,2.5,13157.0,1900.1292087861973,,5.0,5.0,3+,2.0,,Relatively New,,1900.13,,0,0,0,0,0,1,0
3158,house,independent,sector 7,0.53,5888.0,900.1358695652174,,2.0,2.0,0,1.0,,Undefined,,900.14,,0,0,0,0,0,1,0
3159,house,independent,sector 7,2.0,11111.0,1800.0180001800018,,2.0,2.0,1,2.0,,Relatively New,,1800.02,,0,0,0,0,0,1,0
3160,house,independent,sector 56,8.0,9654.0,8286.720530350114,,10.0,10.0,3+,4.0,,Relatively New,,8286.72,,1,0,0,1,0,2,107
3161,house,independent,sector 43,0.45,4808.0,935.9400998336108,,1.0,1.0,0,1.0,,Undefined,,935.94,,0,0,0,0,0,1,0
3162,house,independent,sector 105,0.37,8222.0,450.01216249087815,,2.0,2.0,1,1.0,,Moderately Old,,450.01,,0,0,0,0,0,1,0
3163,house,independent,sector 11,1.35,3857.0,3500.129634430905,,10.0,6.0,3+,3.0,,Old Property,,3500.13,,0,0,0,0,0,1,0
3164,house,independent,sector 105,0.5,50000.0,100.0,,2.0,2.0,0,1.0,,Undefined,,100.0,,0,0,0,0,0,1,0
3165,house,independent,sector 8,0.62,11273.0,549.9866938703096,,3.0,1.0,0,2.0,,Undefined,,549.99,,0,0,0,0,0,1,0
3166,house,independent,sector 25,8.0,8000.0,10000.0,,3.0,9.0,2,3.0,,New Property,,10000.0,,0,0,0,0,0,1,0
3167,house,independent,sector 92,1.8,7627.0,2360.0367116821817,,4.0,5.0,0,13.0,,Undefined,,2360.04,,0,0,0,0,0,1,0
3168,house,independent,sector 108,1.7,5666.0,3000.3529827038474,,4.0,4.0,3+,1.0,North-East,Undefined,,3000.35,,0,0,0,0,0,1,0
3169,house,independent,sector 3,0.55,5000.0,1100.0,,2.0,1.0,0,1.0,,Undefined,,1100.0,,0,0,0,0,0,1,0
3170,house,independent,sector 3,1.5,5000.0,3000.0,,6.0,1.0,0,1.0,,New Property,,3000.0,,0,0,0,0,0,1,0
3171,house,independent,sector 109,1.55,6567.0,2360.28627988427,,3.0,2.0,0,1.0,,Undefined,,2360.29,,0,0,0,0,0,1,0
3172,house,independent,sector 17,0.32,22068.0,145.0063440275512,,2.0,2.0,0,3.0,,Undefined,,145.01,,0,0,0,0,0,1,0
3173,house,independent,sector 4,0.65,11111.0,585.0058500585006,,4.0,2.0,2,,,Moderately Old,,585.01,,0,0,0,0,0,1,0
3174,house,independent,sector 8,1.6,28674.0,557.9967915184487,,4.0,6.0,1,3.0,,Relatively New,,558.0,,0,0,0,0,0,1,0
3175,house,independent,sector 7,0.95,21111.0,450.0023684335181,,2.0,1.0,1,3.0,,New Property,,450.0,,0,0,0,0,0,1,15
3176,house,Vatika Sovereign Next,sector 82,3.85,7500.0,5133.333333333333,,5.0,6.0,3+,6.0,,Undefined,,5133.33,,0,0,0,0,0,1,0
3177,house,independent,bhim nagar,0.66,10784.0,612.0178041543027,,3.0,2.0,1,2.0,,Old Property,,612.02,,0,0,0,0,0,1,36
3178,house,independent,sector 104,0.45,12162.0,370.004933399112,,4.0,4.0,2,4.0,North,Moderately Old,,370.0,,0,0,0,0,0,0,7
3179,house,independent,sector 13,1.5,10518.0,1426.126640045636,,2.0,2.0,2,3.0,South-West,Old Property,,1426.13,,1,0,0,0,0,1,7
3180,house,independent,sector 17,1.52,19869.0,765.0108208767426,,2.0,2.0,1,1.0,South-East,Old Property,,765.01,,0,0,0,0,0,1,22
3181,house,independent,sector 2,1.0,8796.0,1136.8804001819008,,3.0,2.0,2,1.0,North,Old Property,,1136.88,,0,0,0,0,0,1,0
3182,house,independent,sector 4,0.85,7522.0,1130.0186120712576,,3.0,3.0,0,1.0,,Undefined,,1130.02,,0,0,0,0,0,1,0
3183,house,independent,sector 7,0.45,5000.0,900.0,,3.0,2.0,0,1.0,,Undefined,,900.0,,0,0,0,0,0,1,0
3184,house,independent,sector 39,5.15,14072.0,3659.749857873792,,5.0,5.0,0,1.0,,Relatively New,,3659.75,,0,0,0,0,0,1,0
3185,house,Sector 14 RWA,sector 14,6.5,26000.0,2500.0,,5.0,5.0,0,4.0,,Moderately Old,,2500.0,,0,0,0,0,0,1,0
3186,house,IFFCO Nagar and 17B RWA,sector 17,3.5,24305.0,1440.032915038058,,6.0,5.0,3,3.0,East,Old Property,,1440.03,,0,0,0,0,0,1,44
3187,house,independent,sector 25,13.5,19286.0,6999.896297832624,,9.0,9.0,0,1.0,East,Relatively New,,6999.9,,0,0,0,0,0,1,0
3188,house,independent,sector 2,5.7,22634.0,2518.335247857206,,9.0,9.0,3+,3.0,North-East,Moderately Old,,2518.34,,0,0,0,0,0,0,0
3189,house,Ansal Sushant Lok Plots,sector 43,3.3,26570.0,1242.002258185924,,1.0,1.0,0,,,Under Construction,,1242.0,,0,0,0,0,0,1,0
3190,house,independent,sector 7,1.75,11111.0,1575.0157501575015,,4.0,2.0,2,2.0,,Old Property,,1575.02,,0,0,0,0,0,1,31
3191,house,Bhim Garh Kheri,sector 3,0.75,6410.0,1170.0468018720749,,4.0,2.0,2,2.0,West,Old Property,,1170.05,,0,0,0,0,0,1,16
3192,house,independent,sector 12,3.5,133079.0,263.00167569639086,,8.0,8.0,3+,3.0,South-East,Relatively New,,263.0,,1,0,0,1,0,2,77
3193,house,independent,sector 3,0.92,15257.0,603.0019007668611,,4.0,1.0,0,1.0,,Undefined,,603.0,,0,0,0,0,0,1,0
3194,house,independent,sector 4,1.1,6111.0,1800.0327278677794,,8.0,4.0,3+,2.0,West,Old Property,,1800.03,,0,0,0,0,0,1,7
3195,house,Surendra Homes Dayaindependentd Colony,sector 6,0.75,15625.0,480.0,,4.0,4.0,2,1.0,,Undefined,,480.0,,0,0,0,0,0,1,0
3196,house,independent,sector 4,1.25,78125.0,160.0,,2.0,3.0,0,1.0,,Undefined,,160.0,,0,0,0,0,0,1,0
3197,house,independent,sector 10,4.25,17955.0,2367.0286828181565,,4.0,3.0,2,1.0,North-East,Undefined,,2367.03,,0,0,0,0,0,1,0
3198,house,independent,sector 3,0.37,7916.0,467.4077817079333,,1.0,1.0,1,1.0,,Relatively New,,467.41,,0,0,0,0,0,1,0
3199,house,DLF The Grove,sector 54,5.7,211111.0,270.00014210533794,,4.0,4.0,0,1.0,,Undefined,,270.0,,0,0,0,0,0,1,0
3200,house,independent,sector 104,0.8,80000.0,100.0,,13.0,6.0,3+,3.0,South,Moderately Old,,100.0,,1,0,0,1,0,1,0
3201,house,independent,sector 70,2.1,35000.0,600.0,,3.0,2.0,1,3.0,,New Property,,600.0,,0,0,0,0,0,1,0
3202,house,independent,sector 3,1.1,10000.0,1100.0,,5.0,4.0,2,1.0,East,Undefined,,1100.0,,0,0,0,0,0,1,0
3203,house,RK Excelo,sector 12,0.6,120000.0,50.0,,5.0,3.0,2,3.0,North,Moderately Old,,50.0,,0,0,0,0,0,1,0
3204,house,independent,sohna road,1.2,22297.0,538.188994035072,,4.0,4.0,3+,4.0,West,Old Property,,538.19,,0,0,0,0,0,1,8
3205,house,independent,sector 28,4.5,125000.0,360.0,,4.0,4.0,0,4.0,,Undefined,,360.0,,0,0,0,0,0,1,0
3206,house,Sobha City,sector 108,,,,,5.0,1.0,0,1.0,,Old Property,,,,0,0,0,0,0,1,0
3207,house,independent,sector 17,3.0,11111.0,2700.027000270002,,4.0,4.0,0,1.0,,Undefined,,2700.03,,0,0,0,0,0,1,0
3208,house,Vipul Tatvam Villa,sector 48,8.5,26235.0,3239.946636173051,,4.0,6.0,3,3.0,North,Old Property,,3239.95,,0,0,0,1,0,1,49
3209,house,independent,sector 28,0.75,20833.0,360.0057600921615,,7.0,4.0,3+,4.0,,Moderately Old,,360.01,,0,0,0,0,0,1,7
3210,house,independent,sector 12,6.0,315789.0,190.0002850004275,,9.0,6.0,2,2.0,North-East,Old Property,,190.0,,0,0,0,0,0,1,0
3211,house,independent,sector 8,0.82,10224.0,802.0344287949921,,4.0,4.0,0,2.0,,Undefined,,802.03,,0,0,0,0,0,1,0
3212,house,independent,sector 105,1.15,3285.0,3500.76103500761,,3.0,2.0,1,1.0,,Undefined,,3500.76,,0,0,0,0,0,1,0
3213,house,Ansal API Esencia,sector 67,1.85,74000.0,250.0,,3.0,3.0,3,1.0,,Undefined,,250.0,,0,0,0,0,0,1,0
3214,house,Aindependentt Raj Estates,sector 63,8.5,27139.0,3132.0240244666347,,6.0,6.0,3+,3.0,East,Under Construction,,3132.02,,0,1,0,0,0,1,29
3215,house,independent,sector 43,5.75,23662.0,2430.0566308849634,,4.0,4.0,2,4.0,North,Undefined,,2430.06,,0,1,0,1,0,2,153
3216,house,independent,sector 53,4.65,17574.0,2645.9542505974737,,5.0,5.0,3+,1.0,,Moderately Old,,2645.95,,0,0,0,0,0,0,0
3217,house,independent,sector 9,0.6,10753.0,557.9838184692644,,3.0,3.0,1,2.0,,Relatively New,,557.98,,0,0,0,0,0,1,0
3218,house,independent,sector 13,4.5,9091.0,4949.950500494995,,4.0,5.0,2,2.0,East,Old Property,,4949.95,,0,0,0,0,0,1,0
3219,house,independent,sector 24,3.2,59259.0,540.002362510336,,14.0,14.0,3+,6.0,West,Relatively New,,540.0,,0,0,0,0,0,2,15
3220,house,independent,sector 4,0.6,105263.0,57.00008550012825,,3.0,3.0,1,2.0,,Old Property,,57.0,,0,0,0,0,0,1,0
3221,house,Hero Homes,sector 104,1.95,21195.0,920.0283085633404,,3.0,5.0,3+,2.0,,Moderately Old,,920.03,,0,0,0,0,0,1,0
3222,house,Ganpati Heights Apartment,sector 13,1.25,151.0,82781.45695364238,,10.0,6.0,2,3.0,South-East,Old Property,,82781.46,,0,0,0,0,0,1,7
3223,house,International City by Sobha Phase 1,sector 109,6.1,25103.0,2429.9884475959047,,5.0,6.0,3+,2.0,,Moderately Old,,2429.99,,0,0,0,1,0,1,30
3224,house,independent,bhim nagar,0.5,13889.0,359.9971200230398,,5.0,3.0,3,3.0,,Old Property,,360.0,,0,0,0,0,0,1,0
3225,house,independent,manesar,2.0,14954.0,1337.4348000534974,,3.0,1.0,0,3.0,North,Moderately Old,,1337.43,,0,0,0,0,0,1,16
3226,house,Housing Board Colony,sector 28,2.1,23333.0,900.0128573265332,,8.0,8.0,3+,4.0,South-East,Moderately Old,,900.01,,0,0,0,0,0,0,38
3227,house,Smart World Gems,sector 89,1.25,8784.0,1423.0418943533698,,3.0,3.0,2,1.0,,Undefined,,1423.04,,1,0,0,0,0,1,0
3228,house,independent,sector 12,0.65,6500.0,1000.0,,6.0,2.0,3,1.0,,Undefined,,1000.0,,0,0,0,0,0,1,0
3229,house,Unitech Espace,sector 50,11.5,35494.0,3239.9842226855244,,5.0,6.0,0,1.0,North-West,Undefined,,3239.98,,0,0,0,0,0,1,0
3230,house,independent,sector 43,0.9,11464.0,785.06629448709,,5.0,4.0,3,3.0,North-West,Moderately Old,,785.07,,1,0,0,1,0,1,0
3231,house,Not Applicable,sector 4,0.75,11718.0,640.0409626216078,,5.0,4.0,3,2.0,,Moderately Old,,640.04,,0,0,0,0,0,1,0
3232,house,independent,sector 105,1.3,11555.0,1125.054089138901,,3.0,3.0,1,2.0,North,Moderately Old,,1125.05,,0,0,0,0,0,1,16
3233,house,shree krishna homes,sector 104,0.48,50000.0,96.0,,2.0,2.0,1,1.0,North-East,New Property,,96.0,,1,0,0,0,0,1,44
3234,house,independent,sector 3,0.68,3874.0,1755.2916881775946,,5.0,3.0,0,1.0,,Undefined,,1755.29,,0,0,0,0,0,1,0
3235,house,Bhim Garh Kheri,sector 3,1.5,7576.0,1979.936642027455,,7.0,2.0,0,1.0,,Undefined,,1979.94,,0,0,0,0,0,1,0
3236,house,independent,sector 105,1.3,11556.0,1124.956732433368,,3.0,3.0,1,1.0,East,Undefined,,1124.96,,0,0,0,0,0,1,0
3237,house,independent,sector 9,0.6,10753.0,557.9838184692644,,2.0,2.0,1,1.0,North-East,Moderately Old,,557.98,,0,0,0,0,0,1,8
3238,house,Sector 14 RWA,sector 14,6.5,20635.0,3149.987884661982,,4.0,4.0,3+,2.0,,Moderately Old,,3149.99,,0,0,0,0,0,1,0
3239,house,independent,sector 15,1.07,11888.0,900.0672947510094,,2.0,2.0,1,1.0,,Old Property,,900.07,,0,0,0,1,0,1,7
3240,house,independent,sector 11,2.1,17284.0,1214.9965285813469,,6.0,6.0,3+,3.0,,Relatively New,,1215.0,,0,0,0,0,0,1,14
3241,house,independent,sector 31,4.6,32258.0,1426.002852005704,,2.0,2.0,2,2.0,East,Undefined,,1426.0,,0,0,0,0,0,1,0
3242,house,independent,sector 3,1.0,11111.0,900.0090000900009,,3.0,4.0,2,2.0,,Relatively New,,900.01,,0,0,0,0,0,1,0
3243,house,independent,sector 105,1.1,12222.0,900.0163639338897,,6.0,4.0,1,1.0,South-West,Undefined,,900.02,,0,0,0,0,0,1,0
3244,house,Tulip Yellow,sector 69,2.95,16389.0,1799.987796692904,,4.0,3.0,2,3.0,North,New Property,,1799.99,,0,0,0,0,0,2,111
3245,house,HUDA Housing Board Colony,sector 31,4.6,31506.0,1460.039357582683,,6.0,4.0,3+,3.0,East,Old Property,,1460.04,,0,0,0,0,0,1,8
3246,house,independent,sector 9,0.35,9722.0,360.0082287595145,,2.0,2.0,1,2.0,South-East,Old Property,,360.01,,0,0,0,0,0,1,0
3247,house,Laxmi Garden Sector-11,sector 11,1.5,12820.0,1170.0468018720749,,12.0,9.0,1,3.0,East,Relatively New,,1170.05,,1,0,0,1,0,0,106
3248,house,independent,sector 24,10.0,229885.0,435.0001087500272,,8.0,10.0,3+,1.0,West,Undefined,,435.0,,0,0,0,0,0,1,0
3249,house,Ansal Celebrity Homes,sector 2,5.2,10000.0,5200.0,,4.0,5.0,2,1.0,,Undefined,,5200.0,,0,0,0,0,0,1,0
3250,house,independent,sector 4,0.4,8889.0,449.9943750703116,,1.0,1.0,0,1.0,,Moderately Old,,449.99,,0,0,0,0,0,1,0
3251,house,Shri Shyam Residency,sector 104,0.62,12400.0,500.0,,3.0,3.0,1,2.0,,Moderately Old,,500.0,,0,0,0,0,0,2,8
3252,house,independent,sector 4,0.5,9259.0,540.0151204233719,,5.0,3.0,2,3.0,West,Old Property,,540.02,,0,0,0,0,0,1,0
3253,house,independent,sector 50,5.0,232.0,215517.24137931035,,6.0,5.0,3+,2.0,,New Property,,215517.24,,1,0,0,1,0,0,0
3254,house,independent,sector 4,0.92,15257.0,603.0019007668611,,4.0,4.0,3,4.0,East,Moderately Old,,603.0,,0,0,0,0,0,1,0
3255,house,independent,sector 17,3.5,218750.0,160.0,,6.0,6.0,3+,3.0,North-West,Undefined,,160.0,,0,0,0,0,0,1,0
3256,house,Not Applicable,sector 4,0.8,54794.0,146.0013870131766,,5.0,4.0,3,3.0,,Under Construction,,146.0,,0,0,0,0,0,1,0
3257,house,independent,sohna road,1.5,14245.0,1053.001053001053,,2.0,3.0,2,1.0,North,New Property,,1053.0,,1,0,0,0,0,0,69
3258,house,independent,sector 103,2.25,6367.0,3533.8463954766767,,3.0,5.0,3+,10.0,South,Undefined,,3533.85,,0,0,0,0,0,1,0
3259,house,independent,sector 25,13.5,37313.0,3618.041969286844,,5.0,6.0,3+,4.0,North-East,Old Property,,3618.04,,0,0,0,0,0,0,79
3260,house,independent,sector 43,0.5,90909.0,55.000055000055,,12.0,4.0,3,4.0,,Old Property,,55.0,,0,0,0,0,0,1,15
3261,house,mian wali,sector 12,1.7,9444.0,1800.0847098686995,,1.0,1.0,1,1.0,,Old Property,,1800.08,,0,0,0,1,0,1,7
3262,house,independent,sector 7,0.45,5000.0,900.0,,3.0,2.0,1,2.0,North-West,Old Property,,900.0,,0,0,0,0,0,1,12
3263,house,Not Applicable,sector 4,,,,,5.0,3.0,2,3.0,,Moderately Old,,,,0,0,0,0,0,1,0
3264,house,independent,sector 105,1.2,10122.0,1185.536455245999,,6.0,2.0,1,2.0,North-West,Old Property,,1185.54,,0,0,0,0,0,1,9
3265,house,independent,sector 15,1.8,10000.0,1800.0,,4.0,3.0,1,1.0,North-East,Old Property,,1800.0,,0,0,0,0,0,1,16
3266,house,independent,sector 67,1.5,8642.0,1735.709326544781,,5.0,3.0,2,2.0,,New Property,,1735.71,,0,0,0,0,0,1,0
3267,house,Palam Vihar Extension West Zone RWA,sector 2,0.35,6481.0,540.0401172658541,,2.0,2.0,0,1.0,North-East,New Property,,540.04,,0,0,0,0,0,1,0
3268,house,independent,sector 3,0.55,6707.0,820.0387654689131,,2.0,2.0,1,2.0,South-East,Moderately Old,,820.04,,0,0,0,0,0,1,0
3269,house,HUDA Plot Sector 38,sector 38,4.3,245398.0,175.22555196048867,,13.0,13.0,3+,5.0,North-West,Relatively New,,175.23,,0,0,0,0,0,2,7
3270,house,Not Applicable,sector 4,0.4,9259.0,432.0120963386975,,1.0,1.0,1,1.0,,Moderately Old,,432.01,,0,0,0,0,0,1,0
3271,house,independent,sector 67,3.0,11904.0,2520.1612903225805,,4.0,4.0,0,3.0,North-East,Undefined,,2520.16,,0,0,0,0,0,1,0
3272,house,ROW HOUSE,sector 105,0.43,9135.0,470.7170224411604,,3.0,3.0,3,2.0,,Relatively New,,470.72,,0,0,0,0,0,1,0
3273,house,independent,sector 8,0.32,7111.0,450.007031359865,,2.0,3.0,1,1.0,North-East,Relatively New,,450.01,,0,0,0,0,0,1,0
3274,house,independent,sector 4,0.47,8012.0,586.6200698951573,,2.0,1.0,1,1.0,East,Moderately Old,,586.62,,0,1,0,0,0,1,0
3275,house,Ardee City,sector 52,5.5,183333.0,300.0005454555372,,9.0,9.0,3+,3.0,South,Moderately Old,,300.0,,0,0,0,1,0,0,26
3276,house,Madan puri,sector 7,0.75,12500.0,600.0,,3.0,5.0,3,3.0,South-East,Moderately Old,,600.0,,0,0,0,0,0,1,0
3277,house,Indiabulls Centrum Park,sector 103,3.25,8125.0,4000.0,,4.0,3.0,3+,20.0,,Undefined,,4000.0,,0,0,0,0,0,1,0
3278,house,Jacobpura,sector 12,0.53,14583.0,363.4368785572242,,4.0,4.0,2,3.0,East,Relatively New,,363.44,,0,0,0,0,0,1,0
3279,house,Huda Flats,sector 7,2.3,17037.0,1350.0029347889886,,5.0,3.0,3+,3.0,North-East,Old Property,,1350.0,,1,0,0,1,0,1,27
3280,house,independent,sector 43,1.5,11538.0,1300.0520020800832,,10.0,7.0,3,4.0,East,Moderately Old,,1300.05,,0,0,0,0,0,1,0
3281,house,independent,sector 12,1.35,12222.0,1104.5655375552285,,5.0,5.0,1,3.0,,Old Property,,1104.57,,0,0,0,0,0,1,31
3282,house,independent,sector 6,1.25,11574.0,1080.006912044237,,5.0,5.0,1,2.0,South,New Property,,1080.01,,0,0,0,0,0,1,0
3283,house,DLF City Plots Phase 3,sector 24,1.44,26667.0,539.9932500843739,,4.0,2.0,2,1.0,,Old Property,,539.99,,0,0,0,0,0,1,8
3284,house,Naman Residency,sector 4,0.5,11111.0,450.0045000450005,,2.0,2.0,2,2.0,West,New Property,,450.0,,1,0,0,1,0,1,14
3285,house,independent,sector 2,1.0,8230.0,1215.0668286755772,,9.0,7.0,3+,3.0,North,Moderately Old,,1215.07,,0,0,0,0,0,1,0
3286,house,independent,sector 23,5.5,13095.0,4200.076365024818,,9.0,9.0,3+,3.0,South,Moderately Old,,4200.08,,0,0,0,1,0,0,0
3287,house,Housing Board Colony,sector 28,5.5,30556.0,1799.973818562639,,4.0,3.0,3,2.0,North,Old Property,,1799.97,,0,0,0,0,0,0,22
