property_type,society,sector,price_in_crores,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,Built Up area,study room,store room,Pooja Room,servant room,Others,furnishing_type,luxury_score
flat,m3m heights,sector 65,3.0,17996.40071985603,3.0,3.0,3,20.0,Under Construction,1667.0,0,0,0,0,0,1,60
flat,m3m heights,sector 65,3.67,17990.196078431374,3.0,3.0,2,27.0,Relatively New,2040.0,0,0,0,0,0,1,43
flat,vatika sovereign next,sector 82,3.85,7500.487044613286,5.0,6.0,3+,6.0,New Property,5711.0,0,0,1,0,0,1,148
flat,m3m heights,sector 65,3.29,17997.81181619256,3.0,3.0,3,33.0,New Property,1828.0,0,0,0,0,0,1,49
flat,m3m heights,sector 65,2.33,18477.398889770026,2.0,2.0,3,35.0,Under Construction,1141.0,0,0,0,0,0,0,49
flat,m3m heights,sector 65,2.79,14169.629253428137,3.0,3.0,3,26.0,New Property,1969.0,0,0,0,0,0,1,15
flat,south city 1 floors,sector 41,3.4,11724.137931034482,4.0,4.0,3,0.0,Old Property,2900.0,0,0,0,0,0,1,0
flat,allure homes,sector 12,0.72,7272.727272727273,2.0,2.0,1,2.0,Relatively New,1100.0,0,0,0,0,1,0,16
flat,zara aavaas,sector 104,0.4,7029.8769771529,2.0,2.0,1,4.0,Relatively New,514.0,0,0,0,0,0,1,52
flat,sidhartha ncr one phase,sector 95,0.56,4105.571847507332,2.0,2.0,2,10.0,Relatively New,1234.0,0,0,0,0,0,0,60
flat,chd avenue,sector 71,1.1,6790.123456790124,3.0,3.0,3,11.0,Relatively New,1466.0,0,0,0,0,1,1,72
flat,ramprastha the edge towers,sector 37,0.71,5419.847328244275,2.0,2.0,3,10.0,New Property,1100.0,0,0,0,0,1,1,38
flat,supertech araville,sector 79,0.78,6023.166023166024,2.0,2.0,3+,0.0,New Property,1172.0,0,0,0,0,1,1,74
flat,imperia aashiyara,sector 37,0.4,5882.35294117647,2.0,2.0,3,3.0,Under Construction,756.0,0,0,0,0,0,1,126
flat,la vida by tata housing,sector 113,1.85,11716.276124129196,3.0,2.0,2,7.0,New Property,1429.0,0,0,0,0,0,1,13
flat,shapoorji pallonji joyville gurugram,sector 102,1.1,12181.616832779624,2.0,2.0,1,8.0,Relatively New,817.0,0,0,0,0,0,1,105
flat,smart world orchard,sector 61,1.41,12250.217202432666,2.0,2.0,2,2.0,New Property,1150.0,0,0,0,0,0,1,76
flat,supertech araville,sector 79,1.45,7455.012853470437,3.0,3.0,3,3.0,Relatively New,2161.0,0,0,0,0,0,1,0
flat,smart world orchard,sector 61,2.2,13496.932515337425,3.0,3.0,2,1.0,New Property,1778.0,0,0,0,0,0,1,49
flat,unitech the residences,sector 33,1.1,9909.90990990991,2.0,2.0,3,9.0,Moderately Old,1100.0,0,0,0,0,0,0,44
flat,emaar imperial gardens,sector 102,2.05,9874.7591522158,3.0,4.0,3+,14.0,Relatively New,2250.0,0,0,0,0,0,1,116
flat,sare homes,sector 92,0.6,5000.0,3.0,2.0,3,4.0,Moderately Old,1333.0,0,0,0,0,0,0,49
flat,greenopolis,sector 89,0.8,4819.277108433735,2.0,3.0,3,8.0,Under Construction,1502.0,0,0,0,0,1,1,60
flat,pivotal devaan,sector 84,0.41,7032.590051457976,2.0,2.0,2,10.0,New Property,565.0,0,0,0,0,0,0,23
flat,today callidora,sector 73,0.9,5548.705302096178,3.0,3.0,3,3.0,Under Construction,1622.0,0,0,0,0,0,1,63
flat,"m m residency, krishna colony, gurgaon",sector 7,0.54,5888.76772082879,2.0,2.0,1,3.0,Relatively New,1000.0,0,0,0,0,0,1,70
flat,signature global park 4,sector 36,0.82,7585.568917668825,3.0,2.0,2,2.0,New Property,1339.0,0,0,0,0,0,1,8
flat,chd avenue,sector 71,1.0,6734.006734006734,3.0,3.0,3+,3.0,Relatively New,1344.0,0,0,0,0,0,0,7
flat,park royal apartment,sector 56,1.85,9024.39024390244,3.0,4.0,3,7.0,Old Property,2278.0,0,0,0,0,0,1,72
flat,vatika boulevard residences and heights,sector 83,1.42,8000.0,3.0,3.0,2,2.0,Relatively New,1972.0,0,0,0,0,0,0,113
flat,signature global the millennia,sector 37,0.55,9166.666666666666,2.0,2.0,3,3.0,New Property,610.0,0,0,0,0,0,1,71
flat,m3m heights,sector 65,2.29,15980.4605722261,2.0,2.0,3,8.0,Under Construction,1592.0,0,0,0,0,0,1,15
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.092896174863,2.0,2.0,2,12.0,New Property,1162.0,0,0,0,0,0,1,57
flat,tulip monsella,sector 53,8.25,28004.0733197556,3.0,4.0,3,8.0,Relatively New,2661.0,0,0,0,0,0,2,35
flat,shyamkunj ashok vihar pahse 2,sector 3,0.3,4444.444444444444,2.0,2.0,1,1.0,Relatively New,750.0,0,0,0,0,0,1,21
flat,godrej nature plus,sector 33,1.65,14335.360556038228,2.0,2.0,3,1.0,Under Construction,1279.0,0,0,0,0,0,1,38
flat,m3m heights,sector 65,1.99,15793.650793650791,2.0,2.0,2,26.0,Relatively New,1140.0,0,0,0,0,0,1,48
flat,m3m the marina,sector 68,1.0,12500.0,2.0,2.0,3,21.0,Relatively New,889.0,0,0,0,0,0,1,31
flat,emaar digihomes,sector 62,4.25,26562.5,3.0,3.0,3,8.0,Under Construction,1600.0,0,0,0,0,0,1,16
flat,umang monsoon breeze,sector 78,1.25,5000.0,4.0,4.0,3,2.0,Relatively New,2300.0,0,0,1,0,1,1,57
flat,mapsko paradise,sector 83,0.95,6299.73474801061,3.0,3.0,3,1.0,Moderately Old,1489.0,0,0,0,0,0,1,0
flat,cancon enclave,sector 4,1.05,7777.777777777777,3.0,2.0,2,2.0,New Property,1500.0,0,0,0,0,0,0,0
flat,tata primanti,sector 72,4.1,14099.0371389271,4.0,5.0,3+,39.0,New Property,2629.0,0,0,0,0,1,1,103
flat,mrg world ultimus,sector 90,0.5,6983.240223463688,2.0,2.0,2,1.0,Relatively New,796.0,0,0,0,0,0,1,21
flat,sonata group housing gh 24,manesar,1.65,5892.857142857143,4.0,3.0,3,8.0,New Property,3111.0,0,0,0,0,0,1,20
flat,bptp pedestal,sector 70,1.6,10158.73015873016,3.0,3.0,3,2.0,New Property,1750.0,0,0,0,0,1,1,77
flat,smart world orchard,sector 61,2.1,13752.4557956778,3.0,2.0,3,3.0,New Property,2235.0,0,0,0,0,0,1,146
flat,hsiidc sidco aravali,manesar,0.9,3648.155654641265,4.0,4.0,3,7.0,Moderately Old,2233.0,0,0,0,0,0,1,0
flat,godrej aria,sector 79,1.1,7773.851590106007,2.0,2.0,3+,4.0,New Property,1223.0,0,0,0,0,0,0,49
flat,assotech blith,sector 99,0.92,6739.92673992674,2.0,2.0,3+,22.0,Under Construction,1235.0,0,0,0,0,0,1,56
flat,sare crescent parc,sector 92,0.7,5555.555555555556,3.0,3.0,2,14.0,Under Construction,140.0,0,0,0,0,0,1,38
flat,unitech vistas,sector 70,0.99,6325.878594249201,3.0,4.0,2,11.0,Under Construction,1416.0,0,0,0,0,0,1,0
flat,supertech araville,sector 79,0.71,6063.1938514090525,2.0,2.0,3+,17.0,New Property,1866.0,0,0,0,0,1,1,53
flat,ansal housing highland park,sector 103,0.88,6428.049671292914,2.0,2.0,3,3.0,New Property,1232.0,0,0,0,0,0,1,52
flat,tulip white,sector 69,0.91,6862.745098039216,3.0,2.0,2,12.0,Moderately Old,1473.0,0,0,0,0,0,1,43
flat,mapsko casa bella,sector 82,1.25,6377.551020408163,3.0,4.0,3+,8.0,Under Construction,1774.0,0,0,0,0,0,1,54
flat,unitech uniworld gardens,sector 47,1.05,10531.59478435306,2.0,2.0,2,3.0,Relatively New,1108.0,0,0,0,0,0,0,34
flat,ild grand,sector 37,0.66,5038.167938931298,2.0,2.0,3+,14.0,Relatively New,1310.0,0,0,0,0,0,1,60
flat,m3m capital,sector 113,1.83,13969.465648854964,2.0,2.0,0,7.0,New Property,1310.0,0,0,0,0,0,1,68
flat,unitech vistas,sector 70,0.53,4800.724637681159,2.0,2.0,2,9.0,Relatively New,991.0,0,0,0,0,1,1,24
flat,ramprastha the edge towers,sector 37,0.8,5797.101449275362,2.0,2.0,3,2.0,Relatively New,1300.0,0,0,0,0,0,1,78
flat,smart world gems,sector 89,1.71,12000.0,3.0,2.0,0,3.0,New Property,1423.0,0,0,0,0,0,1,45
flat,sapphire eighty three,sector 83,0.65,9285.714285714286,1.0,1.0,0,6.0,Relatively New,700.0,0,0,0,0,0,1,0
flat,pareena coban residences,sector 99,1.3,6509.764646970456,3.0,3.0,0,16.0,New Property,1997.0,0,0,0,0,0,1,0
flat,sare crescent parc,sector 92,0.82,5384.110308601445,3.0,3.0,3+,12.0,Relatively New,1523.0,0,0,0,0,0,1,0
flat,dlf the grove,sector 54,5.7,41244.57308248914,3.0,3.0,3,1.0,Moderately Old,1382.0,0,0,0,0,0,1,46
flat,baani city center,sector 63,0.88,10945.273631840795,1.0,1.0,2,4.0,Relatively New,804.0,0,0,0,0,0,1,0
flat,indiabulls enigma,sector 110,4.0,9849.790691947795,4.0,4.0,3,17.0,New Property,3350.0,0,0,0,0,0,1,59
flat,ss the leaf,sector 85,1.93,8075.313807531381,3.0,4.0,3,7.0,Relatively New,2400.0,0,0,0,0,0,1,174
flat,smart world one dxp,sector 113,3.45,13269.23076923077,4.0,4.0,3,11.0,New Property,2353.0,0,0,0,0,0,0,156
flat,sukhshanti apartment,sector 56,1.7,7727.272727272727,3.0,3.0,3,4.0,Moderately Old,2200.0,0,0,0,0,0,1,49
flat,m3m golfestate,sector 65,6.15,15998.959417273672,3.0,5.0,3+,1.0,Relatively New,4271.0,0,0,0,0,0,2,49
flat,bestech park view residency,sector 2,1.4,7865.168539325843,3.0,3.0,3+,6.0,Old Property,1611.0,0,0,0,0,0,2,107
flat,ss almeria,sector 84,1.48,7400.0,3.0,3.0,2,1.0,New Property,2529.0,0,0,0,0,0,0,139
flat,jmd gardens,sector 33,3.25,7509.2421441774495,4.0,4.0,3+,17.0,Old Property,4809.0,0,0,0,0,0,0,130
flat,ireo victory valley,sector 67,3.49,12998.137802607076,3.0,3.0,3,19.0,Relatively New,2724.0,0,0,0,0,0,1,103
flat,emaar digihomes,sector 62,2.15,14257.294429708223,2.0,2.0,3,31.0,Under Construction,1676.0,0,0,0,0,0,1,101
flat,godrej nature plus,sector 33,1.4,9333.333333333334,2.0,2.0,3,14.0,Under Construction,2127.0,0,0,0,0,0,1,67
flat,dlf carlton estate,sector 43,2.0,14214.641080312722,3.0,3.0,2,5.0,Moderately Old,1273.0,0,0,0,0,0,1,65
flat,smart world orchard,sector 61,2.3,14110.42944785276,3.0,3.0,2,2.0,New Property,1475.0,0,0,0,0,0,1,79
flat,signature global park,sohna road,0.54,7248.322147651007,2.0,1.0,3,1.0,New Property,828.0,0,0,0,0,0,1,65
flat,railway officers rpf society,sector 9a,1.25,6921.373200442968,4.0,3.0,3,1.0,Old Property,2007.0,0,0,0,0,0,0,12
flat,godrej air,sector 85,1.05,10606.060606060606,2.0,2.0,1,15.0,Relatively New,97.0,0,0,0,0,0,1,45
flat,emaar mgf palm hills,sector 77,1.25,8620.689655172413,3.0,4.0,3,1.0,Relatively New,1611.0,0,0,0,0,0,0,104
flat,maruti vihar,sector 28,1.0,9090.90909090909,1.0,1.0,1,1.0,Old Property,995.0,0,0,1,0,0,0,80
flat,vasant appartments,sector 14,1.7,7391.304347826087,5.0,5.0,2,2.0,Old Property,2556.0,0,0,1,0,0,2,71
flat,ansal heights 86,sector 86,1.3,4666.188083273511,4.0,6.0,2,11.0,New Property,2521.0,0,0,0,0,1,1,86
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,16960.0,3.0,3.0,3,9.0,Relatively New,1852.0,0,0,0,0,0,1,72
flat,puri the aravallis,sector 61,3.9,33219.76149914821,3.0,4.0,3+,33.0,New Property,1174.0,0,0,0,0,0,1,158
flat,the close north,sector 50,3.0,11516.314779270631,3.0,3.0,3+,14.0,Old Property,2357.0,0,0,0,0,0,0,121
flat,smart world orchard,sector 61,2.2,14202.71142672692,3.0,3.0,2,4.0,New Property,1721.0,0,0,0,0,0,1,152
flat,emaar gurgaon greens,sector 102,1.35,8181.818181818182,3.0,3.0,3,5.0,Relatively New,2061.0,0,0,0,0,0,1,119
flat,godrej nature plus,sector 33,1.67,10503.14465408805,3.0,2.0,2,18.0,New Property,1857.0,0,0,0,0,0,1,67
flat,landmark the residency,sector 103,0.9,6666.666666666667,2.0,2.0,2,1.0,Relatively New,1222.0,0,0,0,0,0,1,44
flat,m3m capital,sector 113,2.37,11499.272197962156,4.0,4.0,3+,20.0,Under Construction,2060.0,0,0,0,0,0,1,143
flat,emaar imperial gardens,sector 102,1.98,9900.0,3.0,3.0,3+,9.0,Relatively New,2222.0,0,0,0,0,0,0,72
flat,dlf belvedere towers,sector 25,3.7,17619.04761904762,4.0,4.0,3,18.0,Old Property,2333.0,0,0,0,0,0,0,26
flat,m3m crown,sector 111,4.67,17000.36403349108,4.0,4.0,3+,8.0,Relatively New,3056.0,0,0,0,0,0,1,73
flat,godrej,sector 79,1.29,8206.106870229007,2.0,2.0,3,4.0,New Property,1423.0,0,0,0,0,0,1,0
flat,central park resorts,sector 48,3.65,15240.08350730689,3.0,3.0,3+,9.0,Relatively New,2395.0,0,0,0,0,1,0,157
flat,tulip monsella,sector 53,5.6,19363.76210235132,3.0,3.0,3+,1.0,Relatively New,2617.0,0,0,0,0,0,1,42
flat,sare crescent parc royal greens phase 1,sector 92,1.25,5832.944470368642,4.0,4.0,3,20.0,Relatively New,1939.0,0,0,0,0,0,1,60
flat,aipl club residences,sector 70,1.27,9776.751347190146,2.0,2.0,3+,24.0,Relatively New,1449.0,0,0,0,0,1,0,113
flat,experion the heartsong,sector 108,1.36,6541.606541606541,3.0,2.0,3+,2.0,Relatively New,2139.0,0,0,0,0,0,0,77
flat,signature global city,sector 37,1.0,8163.265306122449,3.0,3.0,3,4.0,Relatively New,1250.0,0,0,0,0,0,1,49
flat,bestech park view city,sector 48,4.25,9334.504722161211,4.0,5.0,3+,14.0,Moderately Old,4120.0,0,0,0,0,0,0,81
flat,emaar palm gardens,sector 83,1.8,9473.684210526317,3.0,3.0,3+,9.0,Relatively New,1719.0,0,0,0,0,0,1,55
flat,chd avenue,sector 71,1.25,6596.306068601583,3.0,4.0,2,14.0,Relatively New,1577.0,0,0,1,0,1,2,128
flat,mvn athens,sohna road,0.27,5895.196506550218,2.0,2.0,1,4.0,Relatively New,509.0,0,0,0,0,1,0,35
flat,mahindra luminare,sector 59,5.5,18181.81818181818,3.0,3.0,1,26.0,Under Construction,2738.0,0,0,0,0,0,1,24
flat,raheja navodaya,sector 92,0.85,4271.356783919598,3.0,3.0,3,2.0,Relatively New,1801.0,0,0,0,0,0,1,100
flat,godrej nature plus,sector 33,1.07,7725.631768953069,2.0,2.0,2,14.0,New Property,1253.0,0,0,0,0,0,1,68
flat,m3m urbana,sector 67,0.95,10894.495412844037,1.0,1.0,1,17.0,Relatively New,826.0,0,0,0,0,0,1,49
flat,experion the heartsong,sector 108,0.87,11852.861035422344,2.0,3.0,3,2.0,Relatively New,978.23,0,0,0,0,0,0,123
flat,sobha city,sector 108,4.1,23401.826484018264,4.0,5.0,3,25.0,New Property,2343.0,0,0,0,0,0,2,97
flat,godrej nature plus,sector 33,1.27,9182.93564714389,2.0,2.0,3+,9.0,New Property,1252.0,0,0,0,0,0,1,38
flat,smart world orchard,sector 61,1.47,12782.608695652174,2.0,2.0,2,4.0,New Property,1278.0,0,0,0,0,0,1,31
flat,emaar mgf the palm drive,sector 66,3.45,15681.818181818182,3.0,4.0,3,6.0,Relatively New,2000.0,0,0,0,0,0,0,95
flat,bestech park view residency,sector 2,1.18,7539.936102236422,2.0,2.0,3,5.0,Old Property,1416.0,0,0,0,0,0,1,76
flat,bestech park view residency,sector 2,1.55,8072.916666666667,3.0,4.0,3+,4.0,Old Property,1738.0,0,0,0,0,0,1,84
flat,m3m merlin,sector 67,3.39,14376.590330788804,3.0,4.0,3,14.0,Relatively New,2100.0,0,0,0,0,0,0,26
flat,dlf the skycourt,sector 86,1.54,9221.556886227543,3.0,3.0,3+,15.0,Relatively New,1780.0,0,0,0,0,0,1,174
flat,emaar gurgaon greens,sector 102,1.42,8606.060606060606,3.0,3.0,3,7.0,Relatively New,2061.0,0,0,0,0,0,1,128
flat,afnhb jalvayu vihar,sector 30,1.3,10000.0,3.0,3.0,2,2.0,Old Property,2079.0,0,0,0,0,0,1,19
flat,dlf regency park,sector 28,2.25,14516.129032258064,3.0,3.0,2,16.0,Old Property,1700.0,0,0,0,0,0,1,89
flat,ireo victory valley,sector 67,3.5,14583.333333333334,3.0,4.0,3,24.0,Relatively New,2490.0,0,0,1,0,0,0,149
flat,ambience creacions,sector 22,4.8,19200.0,4.0,6.0,3+,10.0,New Property,2778.0,0,0,1,0,0,2,49
flat,signature global city 92,sector 92,0.78,8049.53560371517,2.0,2.0,2,2.0,New Property,1083.0,0,0,0,0,0,0,47
flat,the khushboo cooperative housing society ltd,sector 9a,0.88,4888.888888888889,3.0,3.0,2,2.0,Old Property,2253.0,0,0,0,0,0,0,31
flat,adani m2k oyster grande,sector 102,2.6,10007.698229407237,3.0,3.0,3,2.0,Relatively New,2351.0,0,0,0,0,0,1,118
flat,dlf belvedere towers,sector 25,3.4,13765.182186234815,4.0,4.0,3,1.0,Old Property,2744.0,0,0,0,0,0,1,26
flat,sobha city,sector 108,2.9,14478.282576135796,3.0,4.0,2,8.0,New Property,2003.0,0,0,0,0,0,1,109
flat,raheja vedaanta,sector 108,0.7,4651.162790697675,2.0,2.0,2,12.0,Moderately Old,1362.0,0,0,0,0,0,1,72
flat,dlf the skycourt,sector 86,1.5,9740.25974025974,3.0,3.0,3+,18.0,Relatively New,1780.0,0,0,0,0,0,1,174
flat,suncity vatsal valley,gwal pahari,1.28,9552.23880597015,3.0,3.0,3,1.0,Relatively New,1489.0,0,0,0,0,0,0,49
flat,m3m capital,sector 113,2.51,14799.528301886792,3.0,3.0,3+,2.0,New Property,1696.0,0,0,0,0,0,1,49
flat,dlf city plots phase 3,sector 24,6.5,18571.42857142857,4.0,5.0,3+,3.0,New Property,3889.0,0,0,0,0,0,2,42
flat,bestech altura,sector 79,1.85,8604.651162790698,3.0,3.0,3,7.0,New Property,1650.0,0,0,0,0,0,1,53
flat,indiabulls centrum park,sector 103,2.45,8521.739130434782,4.0,6.0,3,5.0,Relatively New,2602.0,0,0,0,0,0,1,38
flat,orris aster court premier,sector 85,1.38,6509.433962264151,3.0,4.0,2,6.0,Relatively New,1616.0,0,0,0,0,0,1,76
flat,paras quartier,gwal pahari,5.9,11028.03738317757,4.0,4.0,3+,19.0,New Property,4842.0,0,0,1,0,0,0,160
flat,mapsko casa bella,sector 82,3.0,6133.714986710284,4.0,6.0,3+,25.0,Relatively New,4425.0,0,0,1,0,0,0,119
flat,samadhan shri kamal cghs,sector 1,2.01,11426.947129050595,4.0,4.0,3+,10.0,Moderately Old,1956.0,0,0,0,0,0,2,0
flat,navjyoti apartment,sector 38,2.1,11938.601478112563,4.0,4.0,3+,10.0,Old Property,1954.0,0,0,0,0,0,2,22
flat,ambience lagoon,sector 24,4.25,13281.25,3.0,4.0,3+,3.0,Old Property,4649.0,0,0,0,0,0,0,131
flat,orchid petals,sector 49,2.55,12318.840579710144,3.0,4.0,3,8.0,Relatively New,2060.0,0,0,0,0,0,0,49
flat,friends apartment,sector 52,2.0,8510.63829787234,4.0,3.0,3,5.0,Moderately Old,3155.0,0,0,0,0,0,2,111
flat,the close south,sector 50,3.25,12810.40599132834,3.0,4.0,3+,4.0,Old Property,2819.0,0,0,0,0,0,0,135
flat,hero homes,dwarka expressway,1.6,7823.960880195599,3.0,3.0,3,1.0,New Property,1529.0,0,0,0,0,0,1,49
flat,bestech park view residency,sector 2,1.5,7824.726134585289,3.0,4.0,3+,10.0,Moderately Old,1738.0,0,0,0,0,0,1,93
flat,sobha city,sector 108,3.75,14940.239043824702,3.0,3.0,2,16.0,New Property,2120.0,0,0,0,0,0,1,77
flat,bestech park view residency,sector 2,0.95,6709.039548022599,2.0,2.0,3,10.0,Old Property,1573.0,0,0,0,0,0,0,88
flat,cghs rail vihar,sector 15,1.4,10769.23076923077,4.0,3.0,3,3.0,Old Property,1444.0,0,0,0,0,0,0,81
flat,dlf the skycourt,sector 86,1.56,8087.091757387247,3.0,4.0,3+,17.0,Relatively New,1580.0,0,0,0,0,0,1,174
flat,emaar gurgaon greens,sector 102,1.35,8181.818181818182,3.0,3.0,3,9.0,Relatively New,2061.0,0,0,0,0,0,1,100
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,10378.057820607855,2.0,2.0,2,11.0,New Property,1776.0,0,0,0,0,0,0,49
flat,dlf regency park,sector 28,2.26,13696.969696969696,3.0,3.0,2,19.0,Old Property,1700.0,0,0,0,0,0,1,158
flat,eldeco accolade,sector 33,1.2,8042.8954423592495,2.0,2.0,2,0.0,New Property,1492.0,0,0,0,0,0,1,55
flat,bptp terra,sector 37,2.08,10000.0,4.0,4.0,3,0.0,New Property,2211.0,0,0,1,0,0,1,121
flat,ss the leaf,sector 85,1.75,7267.441860465116,3.0,4.0,3,8.0,Relatively New,2179.0,0,0,0,0,0,1,49
flat,ireo victory valley,sector 67,2.99,11832.21210922042,3.0,3.0,3,4.0,Relatively New,2200.0,0,0,0,0,0,0,37
flat,emaar digihomes,sector 62,2.1,14256.619144602852,2.0,2.0,2,30.0,New Property,1365.0,0,0,0,0,0,1,52
flat,ireo victory valley,sector 67,2.87,11903.774367482372,3.0,3.0,3+,16.0,Relatively New,3186.0,0,0,0,0,0,0,174
flat,dlf regency park,sector 28,2.35,13224.535734383791,3.0,3.0,2,18.0,Old Property,1608.0,0,0,0,0,0,1,120
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.424242424242,3.0,3.0,3,2.0,Relatively New,1650.0,0,0,0,0,0,1,158
flat,indiabulls centrum park,sector 103,1.9,5681.818181818182,3.0,4.0,3+,10.0,Relatively New,3716.0,0,0,1,0,1,0,49
flat,orris carnation residency,sector 85,0.72,4881.35593220339,3.0,3.0,2,9.0,Moderately Old,1350.0,0,0,0,0,1,1,49
flat,sbr minda sec 1 imt manesar,manesar,0.65,4259.501965923984,3.0,2.0,3+,6.0,Moderately Old,1696.0,0,0,0,0,0,1,5
flat,dlf the ultima,sector 81,2.34,11185.46845124283,3.0,4.0,3+,14.0,Relatively New,1760.0,0,0,0,0,0,2,174
flat,m3m capital,sector 113,2.57,15575.757575757576,4.0,5.0,3+,25.0,New Property,2060.0,0,0,0,0,0,0,79
flat,bptp terra,sector 37,1.71,7804.655408489274,3.0,3.0,3+,7.0,Relatively New,2191.0,0,0,0,0,0,1,38
flat,indiabulls enigma,sector 110,3.79,9895.56135770235,5.0,5.0,3,4.0,Relatively New,3466.0,0,0,0,0,1,1,125
flat,the lions cghs,sector 56,2.05,7884.615384615385,4.0,4.0,3+,7.0,Old Property,2600.0,0,0,0,0,0,0,120
flat,m3m golfestate,sector 65,5.2,17455.521987244043,3.0,3.0,3,18.0,Relatively New,2696.0,0,0,0,0,0,0,76
flat,emaar mgf the palm drive,sector 66,3.2,17777.777777777777,3.0,3.0,3,12.0,Relatively New,2991.0,0,0,1,0,0,0,117
flat,afnhb jalvayu vihar,sector 30,0.69,7270.811380400421,2.0,2.0,1,3.0,Old Property,896.0,0,0,0,0,0,1,65
flat,experion windchants,sector 112,3.75,13383.297644539614,3.0,3.0,2,21.0,Relatively New,2225.56,0,0,0,0,0,0,159
flat,experion windchants,sector 112,3.65,12310.286677908938,3.0,4.0,3+,14.0,Relatively New,2225.56,0,0,0,0,0,0,150
flat,experion windchants,sector 112,5.49,11584.722515298588,4.0,5.0,3+,5.0,Relatively New,3655.35,0,0,0,0,0,0,168
flat,antriksh heights,sector 84,1.05,5011.933174224344,4.0,4.0,3+,3.0,New Property,1896.0,0,0,0,0,0,1,66
flat,sobha city,sector 108,3.35,13267.326732673268,3.0,4.0,2,19.0,New Property,2525.0,0,0,0,0,0,1,102
flat,unitech uniworld gardens,sector 47,2.4,11505.273250239694,3.0,3.0,3+,10.0,Moderately Old,1888.0,0,0,0,0,0,0,120
flat,park royal apartment,sector 56,1.71,7600.0,3.0,3.0,3+,5.0,Moderately Old,2251.0,0,0,0,0,0,0,118
flat,elan the presidential,sector 106,6.3,15384.615384615385,5.0,6.0,3+,10.0,Under Construction,5650.0,0,0,0,0,0,0,62
flat,raheja atharva,sector 109,2.2,9490.940465918897,3.0,3.0,2,7.0,Moderately Old,2576.0,0,0,0,0,0,0,111
flat,indiabulls enigma,sector 110,3.25,9558.823529411764,4.0,4.0,3,11.0,Relatively New,3077.0,0,0,0,0,1,1,125
flat,central park resorts,sector 48,11.25,28266.331658291456,4.0,5.0,3+,2.0,Relatively New,4422.0,0,0,1,0,0,1,45
flat,central park flower valley,sector 33,3.3,13750.0,3.0,3.0,3,2.0,New Property,2667.0,0,0,1,0,0,1,61
flat,bestech park view residency,sector 2,1.51,7868.681605002605,3.0,4.0,3+,7.0,Moderately Old,1738.0,0,0,0,0,0,0,84
flat,emaar gurgaon greens,sector 102,1.38,13489.736070381232,3.0,3.0,3,6.0,Relatively New,2061.0,0,0,0,0,0,0,128
flat,emaar mgf the palm drive,sector 66,4.6,18400.0,3.0,3.0,3,11.0,Relatively New,4375.0,0,0,1,0,0,0,131
flat,emaar gurgaon greens,sector 102,1.4,8484.848484848484,3.0,3.0,3,9.0,Relatively New,2160.0,0,0,0,0,0,1,49
flat,emaar mgf emerald floors premier,sector 65,3.5,17721.518987341773,4.0,4.0,3,4.0,Relatively New,1975.0,0,0,0,0,0,0,114
flat,mapsko royale ville,sector 82,0.99,5530.72625698324,3.0,4.0,2,14.0,New Property,1620.0,0,0,0,0,0,1,95
flat,emaar mgf emerald floors premier,sector 65,2.65,16060.60606060606,3.0,3.0,3,5.0,Relatively New,1650.0,0,0,0,0,0,1,37
flat,unitech greenwood city,sector 45,2.4,12345.67901234568,3.0,3.0,2,1.0,New Property,195.0,0,0,0,0,0,0,19
flat,ats tourmaline,sector 109,1.65,7674.418604651163,3.0,3.0,3+,16.0,Relatively New,1946.0,0,0,0,0,0,0,49
flat,railway officers rpf society,sector 9a,1.25,6921.373200442968,4.0,3.0,3,1.0,Old Property,2007.0,0,0,0,0,0,1,40
flat,emaar digihomes,sector 62,4.0,14869.888475836431,3.0,3.0,3,18.0,New Property,2342.0,0,0,0,0,0,0,38
flat,emaar palm gardens,sector 83,1.8,9473.684210526317,3.0,3.0,3,6.0,Relatively New,2408.0,0,0,0,0,0,0,97
flat,tarc maceo,sector 91,1.75,11118.170266836089,4.0,3.0,3+,8.0,Relatively New,3339.0,0,0,1,0,0,1,128
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.424242424242,3.0,3.0,2,4.0,Relatively New,1650.0,0,0,0,0,0,1,165
flat,pioneer urban presidia,sector 62,7.15,16486.050265160247,4.0,5.0,3+,7.0,Relatively New,3925.0,0,0,0,0,0,0,158
flat,emaar mgf palm hills,sector 77,1.64,8410.25641025641,4.0,3.0,3,9.0,Relatively New,1765.0,0,0,0,0,0,1,102
flat,emaar mgf emerald floors premier,sector 65,2.8,16969.696969696968,3.0,3.0,2,3.0,Relatively New,1650.0,0,0,0,0,0,1,105
flat,la lagune,sector 54,6.75,21360.759493670885,4.0,6.0,3+,11.0,Moderately Old,2455.0,0,0,0,0,0,0,119
flat,m3m merlin,sector 67,3.5,14583.333333333334,3.0,4.0,3,17.0,Relatively New,3311.0,0,0,0,0,0,0,167
flat,m3m latitude,sector 65,4.6,26790.914385556203,3.0,3.0,3,7.0,New Property,1717.0,0,0,1,0,0,1,115
