,property_type,sector,price_in_crores,bedRoom,bathroom,balcony,agePossession,Built Up area,store room,servant room,furnishing_type,luxury_category,floor_category
283,flat,sohna road,0.54,2.0,1.0,3,New Property,828.0,0,0,1,Medium,Low floor
284,flat,sector 9a,1.25,4.0,3.0,3,Old Property,2007.0,0,0,0,Low,Low floor
285,flat,sector 85,1.05,2.0,2.0,1,Relatively New,97.0,0,0,1,Low,High floor
286,flat,sector 77,1.25,3.0,4.0,3,Relatively New,1611.0,0,0,0,Medium,Low floor
287,flat,sector 28,1.0,1.0,1.0,1,Old Property,995.0,0,0,0,Medium,Low floor
288,flat,sector 14,1.7,5.0,5.0,2,Old Property,2556.0,0,0,2,Medium,Low floor
289,flat,sector 86,1.3,4.0,6.0,2,New Property,2521.0,0,0,1,Medium,High floor
290,flat,sector 102,2.12,3.0,3.0,3,Relatively New,1852.0,0,0,1,Medium,Mid floor
291,flat,sector 61,3.9,3.0,4.0,3+,New Property,1174.0,0,0,1,High,High floor
292,flat,sector 50,3.0,3.0,3.0,3+,Old Property,2357.0,0,0,0,Medium,High floor
293,flat,sector 61,2.2,3.0,3.0,2,New Property,1721.0,0,0,1,High,Mid floor
294,flat,sector 102,1.35,3.0,3.0,3,Relatively New,2061.0,0,0,1,Medium,Mid floor
295,flat,sector 33,1.67,3.0,2.0,2,New Property,1857.0,0,0,1,Medium,High floor
296,flat,sector 103,0.9,2.0,2.0,2,Relatively New,1222.0,0,0,1,Low,Low floor
297,flat,sector 113,2.37,4.0,4.0,3+,Under Construction,2060.0,0,0,1,Medium,High floor
298,flat,sector 102,1.98,3.0,3.0,3+,Relatively New,2222.0,0,0,0,Medium,Mid floor
299,flat,sector 25,3.7,4.0,4.0,3,Old Property,2333.0,0,0,0,Low,High floor
300,flat,sector 111,4.67,4.0,4.0,3+,Relatively New,3056.0,0,0,1,Medium,Mid floor
301,flat,sector 79,1.29,2.0,2.0,3,New Property,1423.0,0,0,1,Low,Mid floor
302,flat,sector 48,3.65,3.0,3.0,3+,Relatively New,2395.0,0,0,0,High,Mid floor
303,flat,sector 53,5.6,3.0,3.0,3+,Relatively New,2617.0,0,0,1,Low,Low floor
304,flat,sector 92,1.25,4.0,4.0,3,Relatively New,1939.0,0,0,1,Medium,High floor
305,flat,sector 70,1.27,2.0,2.0,3+,Relatively New,1449.0,0,0,0,Medium,High floor
306,flat,sector 108,1.36,3.0,2.0,3+,Relatively New,2139.0,0,0,0,Medium,Low floor
307,flat,sector 37,1.0,3.0,3.0,3,Relatively New,1250.0,0,0,1,Low,Mid floor
308,flat,sector 48,4.25,4.0,5.0,3+,Moderately Old,4120.0,0,0,0,Medium,High floor
309,flat,sector 83,1.8,3.0,3.0,3+,Relatively New,1719.0,0,0,1,Medium,Mid floor
310,flat,sector 71,1.25,3.0,4.0,2,Relatively New,1577.0,0,0,2,Medium,High floor
311,flat,sohna road,0.27,2.0,2.0,1,Relatively New,509.0,0,0,0,Low,Mid floor
312,flat,sector 59,5.5,3.0,3.0,1,Under Construction,2738.0,0,0,1,Low,High floor
313,flat,sector 92,0.85,3.0,3.0,3,Relatively New,1801.0,0,0,1,Medium,Low floor
314,flat,sector 33,1.07,2.0,2.0,2,New Property,1253.0,0,0,1,Medium,High floor
315,flat,sector 67,0.95,1.0,1.0,1,Relatively New,826.0,0,0,1,Low,High floor
316,flat,sector 108,0.87,2.0,3.0,3,Relatively New,978.23,0,0,0,Medium,Low floor
317,flat,sector 108,4.1,4.0,5.0,3,New Property,2343.0,0,0,2,Medium,High floor
318,flat,sector 33,1.27,2.0,2.0,3+,New Property,1252.0,0,0,1,Low,Mid floor
319,flat,sector 61,1.47,2.0,2.0,2,New Property,1278.0,0,0,1,Low,Mid floor
320,flat,sector 66,3.45,3.0,4.0,3,Relatively New,2000.0,0,0,0,Medium,Mid floor
321,flat,sector 2,1.18,2.0,2.0,3,Old Property,1416.0,0,0,1,Medium,Mid floor
322,flat,sector 2,1.55,3.0,4.0,3+,Old Property,1738.0,0,0,1,Medium,Mid floor
323,flat,sector 67,3.39,3.0,4.0,3,Relatively New,2100.0,0,0,0,Low,High floor
324,flat,sector 86,1.54,3.0,3.0,3+,Relatively New,1780.0,0,0,1,High,High floor
325,flat,sector 102,1.42,3.0,3.0,3,Relatively New,2061.0,0,0,1,Medium,Mid floor
326,flat,sector 30,1.3,3.0,3.0,2,Old Property,2079.0,0,0,1,Low,Low floor
327,flat,sector 28,2.25,3.0,3.0,2,Old Property,1700.0,0,0,1,Medium,High floor
328,flat,sector 67,3.5,3.0,4.0,3,Relatively New,2490.0,0,0,0,Medium,High floor
329,flat,sector 22,4.8,4.0,6.0,3+,New Property,2778.0,0,0,2,Low,Mid floor
330,flat,sector 92,0.78,2.0,2.0,2,New Property,1083.0,0,0,0,Low,Low floor
331,flat,sector 9a,0.88,3.0,3.0,2,Old Property,2253.0,0,0,0,Low,Low floor
332,flat,sector 102,2.6,3.0,3.0,3,Relatively New,2351.0,0,0,1,Medium,Low floor
333,flat,sector 25,3.4,4.0,4.0,3,Old Property,2744.0,0,0,1,Low,Low floor
334,flat,sector 108,2.9,3.0,4.0,2,New Property,2003.0,0,0,1,Medium,Mid floor
335,flat,sector 108,0.7,2.0,2.0,2,Moderately Old,1362.0,0,0,1,Medium,High floor
336,flat,sector 86,1.5,3.0,3.0,3+,Relatively New,1780.0,0,0,1,High,High floor
337,flat,gwal pahari,1.28,3.0,3.0,3,Relatively New,1489.0,0,0,0,Low,Low floor
338,flat,sector 113,2.51,3.0,3.0,3+,New Property,1696.0,0,0,1,Low,Low floor
339,flat,sector 24,6.5,4.0,5.0,3+,New Property,3889.0,0,0,2,Low,Mid floor
340,flat,sector 79,1.85,3.0,3.0,3,New Property,1650.0,0,0,1,Medium,Mid floor
341,flat,sector 103,2.45,4.0,6.0,3,Relatively New,2602.0,0,0,1,Low,Mid floor
342,flat,sector 85,1.38,3.0,4.0,2,Relatively New,1616.0,0,0,1,Medium,Mid floor
343,flat,gwal pahari,5.9,4.0,4.0,3+,New Property,4842.0,0,0,0,High,High floor
344,flat,sector 82,3.0,4.0,6.0,3+,Relatively New,4425.0,0,0,0,Medium,High floor
345,flat,sector 1,2.01,4.0,4.0,3+,Moderately Old,1956.0,0,0,2,Low,Mid floor
346,flat,sector 38,2.1,4.0,4.0,3+,Old Property,1954.0,0,0,2,Low,Mid floor
347,flat,sector 24,4.25,3.0,4.0,3+,Old Property,4649.0,0,0,0,Medium,Mid floor
348,flat,sector 49,2.55,3.0,4.0,3,Relatively New,2060.0,0,0,0,Low,Mid floor
349,flat,sector 52,2.0,4.0,3.0,3,Moderately Old,3155.0,0,0,2,Medium,Mid floor
350,flat,sector 50,3.25,3.0,4.0,3+,Old Property,2819.0,0,0,0,Medium,Mid floor
351,flat,dwarka expressway,1.6,3.0,3.0,3,New Property,1529.0,0,0,1,Low,Low floor
352,flat,sector 2,1.5,3.0,4.0,3+,Moderately Old,1738.0,0,0,1,Medium,Mid floor
353,flat,sector 108,3.75,3.0,3.0,2,New Property,2120.0,0,0,1,Medium,High floor
354,flat,sector 2,0.95,2.0,2.0,3,Old Property,1573.0,0,0,0,Medium,Mid floor
355,flat,sector 15,1.4,4.0,3.0,3,Old Property,1444.0,0,0,0,Medium,Mid floor
356,flat,sector 86,1.56,3.0,4.0,3+,Relatively New,1580.0,0,0,1,High,High floor
357,flat,sector 102,1.35,3.0,3.0,3,Relatively New,2061.0,0,0,1,Medium,Mid floor
358,flat,sector 102,1.4,2.0,2.0,2,New Property,1776.0,0,0,0,Low,High floor
359,flat,sector 28,2.26,3.0,3.0,2,Old Property,1700.0,0,0,1,High,High floor
360,flat,sector 33,1.2,2.0,2.0,2,New Property,1492.0,0,0,1,Medium,Low floor
361,flat,sector 37,2.08,4.0,4.0,3,New Property,2211.0,0,0,1,Medium,Low floor
362,flat,sector 85,1.75,3.0,4.0,3,Relatively New,2179.0,0,0,1,Low,Mid floor
363,flat,sector 67,2.99,3.0,3.0,3,Relatively New,2200.0,0,0,0,Low,Mid floor
364,flat,sector 62,2.1,2.0,2.0,2,New Property,1365.0,0,0,1,Medium,High floor
365,flat,sector 67,2.87,3.0,3.0,3+,Relatively New,3186.0,0,0,0,High,High floor
366,flat,sector 28,2.35,3.0,3.0,2,Old Property,1608.0,0,0,1,Medium,High floor
367,flat,sector 65,2.35,3.0,3.0,3,Relatively New,1650.0,0,0,1,High,Low floor
368,flat,sector 103,1.9,3.0,4.0,3+,Relatively New,3716.0,0,0,0,Low,Mid floor
369,flat,sector 85,0.72,3.0,3.0,2,Moderately Old,1350.0,0,0,1,Low,Mid floor
370,flat,manesar,0.65,3.0,2.0,3+,Moderately Old,1696.0,0,0,1,Low,Mid floor
371,flat,sector 81,2.34,3.0,4.0,3+,Relatively New,1760.0,0,0,2,High,High floor
372,flat,sector 113,2.57,4.0,5.0,3+,New Property,2060.0,0,0,0,Medium,High floor
373,flat,sector 37,1.71,3.0,3.0,3+,Relatively New,2191.0,0,0,1,Low,Mid floor
374,flat,sector 110,3.79,5.0,5.0,3,Relatively New,3466.0,0,0,1,Medium,Mid floor
375,flat,sector 56,2.05,4.0,4.0,3+,Old Property,2600.0,0,0,0,Medium,Mid floor
376,flat,sector 65,5.2,3.0,3.0,3,Relatively New,2696.0,0,0,0,Medium,High floor
377,flat,sector 66,3.2,3.0,3.0,3,Relatively New,2991.0,0,0,0,Medium,High floor
378,flat,sector 30,0.69,2.0,2.0,1,Old Property,896.0,0,0,1,Medium,Mid floor
379,flat,sector 112,3.75,3.0,3.0,2,Relatively New,2225.56,0,0,0,High,High floor
380,flat,sector 112,3.65,3.0,4.0,3+,Relatively New,2225.56,0,0,0,High,High floor
381,flat,sector 112,5.49,4.0,5.0,3+,Relatively New,3655.35,0,0,0,High,Mid floor
382,flat,sector 84,1.05,4.0,4.0,3+,New Property,1896.0,0,0,1,Medium,Mid floor
383,flat,sector 108,3.35,3.0,4.0,2,New Property,2525.0,0,0,1,Medium,High floor
384,flat,sector 47,2.4,3.0,3.0,3+,Moderately Old,1888.0,0,0,0,Medium,Mid floor
385,flat,sector 56,1.71,3.0,3.0,3+,Moderately Old,2251.0,0,0,0,Medium,Mid floor
386,flat,sector 106,6.3,5.0,6.0,3+,Under Construction,5650.0,0,0,0,Medium,Mid floor
387,flat,sector 109,2.2,3.0,3.0,2,Moderately Old,2576.0,0,0,0,Medium,Mid floor
388,flat,sector 110,3.25,4.0,4.0,3,Relatively New,3077.0,0,0,1,Medium,High floor
389,flat,sector 48,11.25,4.0,5.0,3+,Relatively New,4422.0,0,0,1,Low,Low floor
390,flat,sector 33,3.3,3.0,3.0,3,New Property,2667.0,0,0,1,Medium,Low floor
391,flat,sector 2,1.51,3.0,4.0,3+,Moderately Old,1738.0,0,0,0,Medium,Mid floor
392,flat,sector 102,1.38,3.0,3.0,3,Relatively New,2061.0,0,0,0,Medium,Mid floor
393,flat,sector 66,4.6,3.0,3.0,3,Relatively New,4375.0,0,0,0,Medium,High floor
394,flat,sector 102,1.4,3.0,3.0,3,Relatively New,2160.0,0,0,1,Low,Mid floor
395,flat,sector 65,3.5,4.0,4.0,3,Relatively New,1975.0,0,0,0,Medium,Mid floor
396,flat,sector 82,0.99,3.0,4.0,2,New Property,1620.0,0,0,1,Medium,High floor
397,flat,sector 65,2.65,3.0,3.0,3,Relatively New,1650.0,0,0,1,Low,Mid floor
398,flat,sector 45,2.4,3.0,3.0,2,New Property,195.0,0,0,0,Low,Low floor
399,flat,sector 109,1.65,3.0,3.0,3+,Relatively New,1946.0,0,0,0,Low,High floor
400,flat,sector 9a,1.25,4.0,3.0,3,Old Property,2007.0,0,0,1,Low,Low floor
401,flat,sector 62,4.0,3.0,3.0,3,New Property,2342.0,0,0,0,Low,High floor
402,flat,sector 83,1.8,3.0,3.0,3,Relatively New,2408.0,0,0,0,Medium,Mid floor
403,flat,sector 91,1.75,4.0,3.0,3+,Relatively New,3339.0,0,0,1,Medium,Mid floor
404,flat,sector 65,2.35,3.0,3.0,2,Relatively New,1650.0,0,0,1,High,Mid floor
405,flat,sector 62,7.15,4.0,5.0,3+,Relatively New,3925.0,0,0,0,High,Mid floor
406,flat,sector 77,1.64,4.0,3.0,3,Relatively New,1765.0,0,0,1,Medium,Mid floor
407,flat,sector 65,2.8,3.0,3.0,2,Relatively New,1650.0,0,0,1,Medium,Mid floor
408,flat,sector 54,6.75,4.0,6.0,3+,Moderately Old,2455.0,0,0,0,Medium,High floor
409,flat,sector 67,3.5,3.0,4.0,3,Relatively New,3311.0,0,0,0,High,High floor
410,flat,sector 65,4.6,3.0,3.0,3,New Property,1717.0,0,0,1,Medium,Mid floor
411,flat,sector 74,2.25,3.0,3.0,3,Relatively New,1900.0,0,0,1,High,Mid floor
412,flat,sector 82,2.2,3.0,3.0,3+,Relatively New,1893.0,0,0,2,High,High floor
413,flat,sector 82,2.85,4.0,4.0,3+,New Property,3358.0,0,0,2,High,Low floor
414,flat,sector 90,1.76,4.0,4.0,3+,Relatively New,2020.0,0,0,0,Medium,Mid floor
415,flat,sector 106,1.0,2.0,2.0,3+,New Property,940.0,0,0,0,Low,Low floor
416,flat,sector 61,3.6,4.0,4.0,3,Moderately Old,2580.0,0,0,0,Medium,Mid floor
417,flat,sector 85,1.78,3.0,4.0,3+,New Property,2179.0,0,0,1,Medium,Mid floor
418,flat,sector 71,0.98,3.0,3.0,3,Moderately Old,1466.0,0,0,1,Medium,Low floor
419,flat,sector 60,2.82,3.0,3.0,3,Relatively New,2400.0,0,0,0,High,Low floor
420,flat,sector 72,3.21,3.0,4.0,3+,Relatively New,2140.0,0,0,0,High,High floor
421,flat,sector 113,1.9,3.0,2.0,2,Relatively New,1999.0,0,0,0,High,Mid floor
422,flat,sector 90,1.19,3.0,3.0,2,Relatively New,1562.0,0,0,1,Medium,High floor
423,flat,sector 81,1.35,3.0,3.0,3+,Moderately Old,2248.0,0,0,0,Medium,Mid floor
424,flat,sector 69,1.8,4.0,5.0,3+,Relatively New,2200.0,0,0,1,High,Mid floor
425,flat,sector 103,1.35,3.0,3.0,3+,Relatively New,1620.0,0,0,0,High,Mid floor
426,flat,sector 109,1.7,3.0,3.0,3+,Relatively New,2303.0,0,0,1,High,Mid floor
427,flat,sector 82,1.6,4.0,5.0,3+,Relatively New,2195.0,0,0,1,Medium,Mid floor
428,flat,sector 60,2.65,3.0,4.0,3+,Moderately Old,2037.0,0,0,0,High,Mid floor
429,flat,sector 85,0.55,2.0,2.0,2,Relatively New,1050.0,0,0,1,High,Mid floor
430,flat,sector 102,1.4,3.0,3.0,3,Relatively New,2061.0,0,0,1,Medium,Mid floor
431,flat,sector 2,1.26,2.0,2.0,3,Moderately Old,1416.0,0,0,1,Medium,Mid floor
432,flat,sector 107,1.7,4.0,5.0,3+,Relatively New,2505.0,0,0,1,Medium,Mid floor
433,flat,sector 22,4.1,3.0,3.0,3+,New Property,3327.0,0,0,2,Medium,Low floor
434,flat,sector 103,1.01,2.0,2.0,3,Relatively New,1982.0,0,0,0,High,Mid floor
435,flat,sector 99,1.45,3.0,5.0,3,Relatively New,1807.0,0,0,0,Low,High floor
436,flat,sector 48,1.6,3.0,3.0,3+,Old Property,1895.0,0,0,0,Low,Mid floor
437,flat,sector 66,2.99,3.0,3.0,3,Relatively New,2000.0,0,0,0,Low,Mid floor
438,flat,sector 102,1.9,3.0,4.0,3+,Relatively New,1757.0,0,0,1,High,High floor
439,flat,sector 65,1.75,3.0,3.0,3,Relatively New,1712.0,0,0,0,Medium,Mid floor
440,flat,sector 90,1.3,3.0,3.0,3+,Relatively New,1700.0,0,0,1,Medium,Mid floor
441,flat,sector 67,2.95,3.0,3.0,3,Relatively New,3241.0,0,0,0,High,Mid floor
442,flat,sector 67,3.4,3.0,4.0,3,Relatively New,3083.0,0,0,0,High,High floor
443,flat,sector 67,3.32,3.0,4.0,3,New Property,3083.0,0,0,0,High,Mid floor
444,flat,sector 2,0.95,2.0,2.0,3,Moderately Old,1281.0,0,0,0,Medium,Low floor
445,flat,sector 74,1.55,2.0,2.0,3+,Relatively New,1300.0,0,0,1,Medium,High floor
446,flat,sector 74,1.54,2.0,2.0,3+,Relatively New,1200.0,0,0,1,Medium,High floor
447,flat,sector 74,2.45,3.0,3.0,3+,Relatively New,1800.0,0,0,1,Medium,High floor
448,flat,sector 104,2.6,3.0,4.0,3+,Relatively New,3170.0,0,0,1,Medium,Mid floor
449,flat,sector 85,1.83,3.0,4.0,3,Relatively New,1925.0,0,0,1,Low,Mid floor
450,flat,sector 85,1.09,2.0,2.0,3,Relatively New,1475.0,0,0,1,Low,Mid floor
451,flat,sector 85,1.87,3.0,4.0,3,Relatively New,2225.0,0,0,1,Low,Mid floor
452,flat,sector 85,1.05,2.0,2.0,3+,Relatively New,1512.0,0,0,1,Medium,Mid floor
453,flat,sector 85,1.77,3.0,4.0,3+,New Property,2179.0,0,0,1,Medium,Mid floor
454,flat,sector 74,2.2,3.0,3.0,3,New Property,1826.0,0,0,0,Low,High floor
455,flat,sector 2,0.6,1.0,1.0,1,Moderately Old,665.0,0,0,0,Medium,Mid floor
456,flat,sector 47,1.8,4.0,4.0,3+,Moderately Old,4215.0,0,0,0,Medium,Mid floor
457,flat,manesar,0.64,3.0,2.0,3+,Old Property,1696.0,0,0,1,Medium,Mid floor
458,flat,manesar,0.75,3.0,3.0,3+,Moderately Old,1914.0,0,0,1,Low,Mid floor
459,flat,sector 65,4.95,3.0,3.0,3,Relatively New,2816.0,0,0,0,Medium,Mid floor
460,flat,sector 112,4.25,3.0,5.0,2,Relatively New,3000.0,0,0,1,Medium,High floor
461,flat,sector 112,5.31,4.0,6.0,3+,Relatively New,3573.33,0,0,1,Medium,High floor
462,flat,sector 102,1.4,3.0,3.0,3,Relatively New,1300.0,0,0,1,Low,Mid floor
463,flat,sector 112,2.8,2.0,3.0,2,Relatively New,2441.0,0,0,1,Medium,Mid floor
464,flat,sector 110,4.1,5.0,5.0,2,Relatively New,3500.0,0,0,1,High,Mid floor
465,flat,sector 110,3.4,4.0,5.0,3,Relatively New,3000.0,0,0,1,High,Mid floor
466,flat,sector 60,3.05,3.0,3.0,3,Relatively New,2300.0,0,0,0,High,Mid floor
467,flat,sector 72,4.25,4.0,4.0,3+,Relatively New,2941.0,0,0,0,High,Low floor
468,flat,sector 82,1.16,3.0,3.0,3+,Relatively New,1844.0,0,0,0,High,Low floor
469,flat,sector 51,3.55,5.0,6.0,3+,Moderately Old,5200.0,0,0,0,High,High floor
470,flat,sector 102,1.8,3.0,4.0,3,Relatively New,1710.0,0,0,1,Low,High floor
471,flat,sector 102,1.75,3.0,3.0,3+,Relatively New,2303.0,0,0,1,Low,Low floor
472,flat,sector 102,1.2,2.0,2.0,3,Relatively New,1688.0,0,0,1,Low,Low floor
473,flat,sector 102,1.52,3.0,3.0,3,Relatively New,2061.0,0,0,0,Medium,Mid floor
474,flat,sector 56,1.55,3.0,3.0,3+,Moderately Old,1900.0,0,0,0,Medium,Mid floor
475,flat,sector 81,2.4,3.0,3.0,3+,Relatively New,1650.0,0,0,2,Low,High floor
476,flat,sector 81,2.35,3.0,3.0,3+,Relatively New,1550.0,0,0,2,Low,High floor
477,flat,sector 81,2.28,3.0,3.0,3+,Relatively New,1750.0,0,0,2,Low,High floor
478,flat,sector 84,1.1,3.0,3.0,2,Relatively New,1584.0,0,0,1,Medium,Mid floor
479,flat,sector 81,2.3,3.0,3.0,3+,Relatively New,1617.0,0,0,2,Low,High floor
480,flat,sector 107,1.35,3.0,4.0,3+,Relatively New,1950.0,0,0,0,Medium,Mid floor
481,flat,sector 104,2.45,3.0,4.0,3+,Relatively New,3239.0,0,0,0,Medium,High floor
482,flat,sector 107,0.9,2.0,2.0,3,Relatively New,1975.0,0,0,0,Medium,Mid floor
483,flat,sector 65,2.8,4.0,4.0,3,Relatively New,2194.0,0,0,0,Medium,Low floor
484,flat,sector 50,1.4,3.0,3.0,2,Relatively New,1245.0,0,0,0,Medium,Mid floor
485,flat,sector 2,1.36,3.0,3.0,3+,Moderately Old,1611.0,0,0,1,Medium,Mid floor
486,flat,sector 2,0.98,2.0,2.0,3,Moderately Old,1281.0,0,0,1,Medium,Low floor
487,flat,sector 2,0.56,1.0,1.0,2,Moderately Old,723.0,0,0,1,Medium,Mid floor
488,flat,sector 84,2.2,4.0,4.0,3,Relatively New,3222.0,0,0,1,Low,Mid floor
489,flat,manesar,1.2,3.0,3.0,3+,Moderately Old,2944.0,0,0,1,Low,Mid floor
490,flat,sector 103,1.33,3.0,3.0,3+,Relatively New,2481.0,0,0,1,High,Mid floor
491,flat,sector 37,0.87,2.0,3.0,3+,New Property,1428.0,0,0,1,Low,Mid floor
492,flat,sector 85,1.09,2.0,2.0,3,Relatively New,1638.0,0,0,1,High,Mid floor
493,flat,sector 66,3.0,3.0,3.0,2,Relatively New,1950.0,0,0,1,Medium,High floor
494,flat,sector 83,1.75,3.0,3.0,3+,Relatively New,2408.0,0,0,1,Medium,High floor
495,flat,sector 83,1.75,3.0,3.0,3,Relatively New,2408.0,0,0,0,Medium,Mid floor
496,flat,sector 60,3.8,4.0,5.0,3,Moderately Old,2791.0,0,0,0,Medium,High floor
497,flat,sector 81,3.5,4.0,5.0,3+,Relatively New,3932.0,0,0,2,High,Mid floor
498,flat,sector 90,1.78,4.0,4.0,3+,Relatively New,2000.0,0,0,1,Medium,Mid floor
499,flat,sector 85,1.08,2.0,2.0,3,New Property,1200.0,0,0,0,High,Mid floor
500,flat,sector 85,2.03,4.0,4.0,3+,Relatively New,2225.0,0,0,1,Low,Mid floor
501,flat,sector 85,1.12,2.0,2.0,3,Relatively New,1485.0,0,0,1,Low,Mid floor
502,flat,sector 85,2.0,4.0,5.0,3+,Relatively New,2545.0,0,0,1,Medium,Low floor
503,flat,sector 85,1.04,2.0,3.0,3+,Relatively New,1576.0,0,0,1,Medium,Mid floor
504,flat,sector 85,1.25,3.0,4.0,2,Relatively New,1900.0,0,0,0,High,Mid floor
505,flat,sector 60,2.05,2.0,3.0,2,Relatively New,1520.0,0,0,0,High,Low floor
506,flat,sector 72,3.19,4.0,5.0,3+,Relatively New,2376.0,0,0,0,High,High floor
507,flat,sector 72,3.85,4.0,5.0,3+,Relatively New,2629.0,0,0,0,High,High floor
508,flat,sector 72,3.2,4.0,4.0,3+,Moderately Old,2600.0,0,0,0,High,Mid floor
509,flat,sector 84,0.89,3.0,3.0,3,Relatively New,1833.0,0,0,1,Medium,Mid floor
510,flat,sector 84,0.49,2.0,2.0,2,Relatively New,1018.0,0,0,1,Medium,High floor
511,flat,sector 70,1.65,3.0,4.0,3,Relatively New,1765.0,0,0,1,Medium,High floor
512,flat,sector 81,2.35,3.0,4.0,3+,Relatively New,3715.0,0,0,1,Medium,Mid floor
513,flat,sector 81,1.4,3.0,3.0,3+,Relatively New,2294.0,0,0,1,Medium,Mid floor
514,flat,sector 82,0.97,3.0,4.0,2,Relatively New,1620.0,0,0,1,Medium,High floor
515,flat,sector 50,2.35,3.0,3.0,3,Moderately Old,1900.0,0,0,0,Low,Mid floor
516,flat,sector 67,3.32,4.0,5.0,3+,Moderately Old,2385.0,0,0,0,High,High floor
517,flat,sector 83,1.25,3.0,3.0,2,Moderately Old,1700.0,0,0,1,Medium,High floor
518,flat,sector 67,2.8,3.0,3.0,3,Moderately Old,2897.0,0,0,2,Low,Mid floor
519,flat,sector 65,4.7,3.0,3.0,3+,Relatively New,2838.0,0,0,0,Low,Mid floor
520,flat,sector 102,1.3,3.0,3.0,3,Relatively New,2135.0,0,0,1,Medium,Mid floor
521,flat,sector 78,0.62,2.0,2.0,1,Moderately Old,1115.0,0,0,1,Medium,Mid floor
522,flat,sector 78,0.8,3.0,2.0,2,Moderately Old,1472.0,0,0,1,Medium,Mid floor
523,flat,sector 83,1.73,3.0,3.0,3,Relatively New,1600.0,0,0,0,High,Mid floor
524,flat,sector 81,4.45,4.0,4.0,3+,Relatively New,3850.0,0,0,0,Low,Mid floor
525,flat,sector 81,2.3,3.0,4.0,3+,Relatively New,2280.0,0,0,0,Low,Mid floor
526,flat,sector 81,2.2,3.0,3.0,3+,Relatively New,1570.0,0,0,2,Low,Mid floor
527,flat,sector 81,2.12,3.0,3.0,3+,Relatively New,1650.0,0,0,2,Low,Mid floor
528,flat,sector 81,2.25,3.0,3.0,3+,Relatively New,1600.0,0,0,2,Low,High floor
529,flat,sector 92,1.9,4.0,4.0,3+,Relatively New,1920.0,0,0,1,Low,Mid floor
530,flat,sector 81,4.4,4.0,4.0,3+,New Property,3700.0,0,0,2,Low,Mid floor
531,flat,sector 54,1.75,4.0,3.0,3+,Old Property,1900.0,0,0,0,Low,Mid floor
532,flat,sector 70,2.8,3.0,4.0,3,Relatively New,2861.0,0,0,1,Low,High floor
533,flat,sector 22,4.63,3.0,5.0,3+,New Property,2796.0,0,0,1,Medium,Mid floor
534,flat,sector 68,1.32,2.0,2.0,3,Relatively New,1364.0,0,0,1,Medium,High floor
535,flat,sector 71,1.16,3.0,3.0,3,Moderately Old,1577.0,0,0,0,Medium,Mid floor
536,flat,sector 107,0.27,2.0,2.0,2,Relatively New,543.0,0,0,1,Low,Low floor
537,flat,sector 107,0.28,2.0,2.0,2,Relatively New,543.0,0,0,1,Low,Mid floor
538,flat,sector 77,1.79,3.0,3.0,3,New Property,1600.0,0,0,0,Low,Low floor
539,flat,sector 77,1.55,4.0,4.0,3+,Relatively New,1800.0,0,0,2,Low,Low floor
540,flat,sector 86,1.55,3.0,3.0,3+,Relatively New,1500.0,0,0,2,High,High floor
541,flat,sector 113,3.35,3.0,4.0,3+,New Property,2200.0,0,0,1,High,High floor
542,flat,sector 66,3.5,3.0,4.0,3,Relatively New,2150.0,0,0,1,Medium,Mid floor
543,flat,sector 53,4.8,3.0,4.0,3+,Relatively New,2500.0,0,0,0,High,Mid floor
544,flat,sector 54,1.5,3.0,3.0,3+,Moderately Old,1700.0,0,0,0,Medium,Mid floor
545,flat,sector 113,2.78,3.0,4.0,3+,Relatively New,2350.0,0,0,1,High,Mid floor
546,flat,sector 110,2.25,4.0,4.0,3+,Relatively New,2350.0,0,0,1,High,Low floor
547,flat,sector 70,2.55,3.0,3.0,3,New Property,2000.0,0,0,0,High,High floor
548,flat,sector 83,1.25,4.0,4.0,3,Moderately Old,3052.0,0,0,1,Medium,High floor
549,flat,sector 83,0.85,2.0,2.0,2,Moderately Old,1100.0,0,0,0,Medium,High floor
550,flat,gwal pahari,5.25,4.0,5.0,3+,New Property,5249.0,0,0,1,Low,Low floor
551,flat,sector 79,1.3,2.0,4.0,2,Relatively New,1223.0,0,0,1,Medium,Mid floor
552,flat,sector 92,0.75,3.0,2.0,2,New Property,1298.0,0,0,1,Medium,Mid floor
553,flat,sector 67,3.65,3.0,4.0,3+,Relatively New,2490.0,0,0,0,Medium,High floor
554,flat,sector 90,1.65,4.0,4.0,3+,Moderately Old,2468.0,0,0,1,Medium,Mid floor
555,flat,sector 90,1.25,3.0,3.0,3+,Relatively New,1700.0,0,0,1,Medium,High floor
556,flat,sector 90,1.42,4.0,4.0,3+,Moderately Old,2139.0,0,0,1,Low,Mid floor
557,flat,sector 90,1.27,3.0,3.0,3+,Relatively New,1500.0,0,0,1,Medium,Low floor
558,flat,sector 90,1.65,4.0,4.0,3+,Relatively New,1900.0,0,0,1,Medium,Mid floor
559,flat,sector 90,1.24,3.0,3.0,3+,Relatively New,1600.0,0,0,1,Medium,Mid floor
560,flat,sector 50,2.7,3.0,3.0,3+,Moderately Old,2357.0,0,0,1,Medium,Mid floor
561,flat,sector 37,1.98,3.0,3.0,3+,New Property,1983.0,0,0,0,Low,High floor
562,flat,sector 112,2.5,2.0,2.0,3,Relatively New,1939.03,0,0,0,High,Mid floor
